source,onset_years,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,n,called,region_call_rate
truth,10000,5000,0.05,10000,0,10,selected,100,43,0.43
truth,10000,5000,0.05,10000,0,20,neutral,1000,372,0.372
truth,10000,5000,0.05,10000,0,20,selected,100,26,0.26
truth,10000,5000,0.05,10000,1,1,neutral,1000,890,0.89
truth,10000,5000,0.05,10000,1,1,selected,100,80,0.8
truth,10000,5000,0.05,10000,1,3,neutral,1000,807,0.807
truth,10000,5000,0.05,10000,1,3,selected,100,74,0.74
truth,10000,5000,0.05,10000,1,5,neutral,1000,744,0.744
truth,10000,5000,0.05,10000,1,5,selected,100,64,0.64
truth,10000,5000,0.05,10000,1,10,neutral,1000,599,0.599
truth,10000,5000,0.05,10000,1,10,selected,100,47,0.47
truth,10000,5000,0.05,10000,1,20,neutral,1000,398,0.398
truth,10000,5000,0.05,10000,1,20,selected,100,27,0.27
truth,10000,5000,0.05,20000,0,1,neutral,1000,862,0.862
truth,10000,5000,0.05,20000,0,1,selected,100,79,0.79
truth,10000,5000,0.05,20000,0,3,neutral,1000,725,0.725
truth,10000,5000,0.05,20000,0,3,selected,100,65,0.65
truth,10000,5000,0.05,20000,0,5,neutral,1000,606,0.606
truth,10000,5000,0.05,20000,0,5,selected,100,48,0.48
truth,10000,5000,0.05,20000,0,10,neutral,1000,390,0.39
truth,10000,5000,0.05,20000,0,10,selected,100,28,0.28
truth,10000,5000,0.05,20000,0,20,neutral,1000,138,0.138
truth,10000,5000,0.05,20000,0,20,selected,100,10,0.1
truth,10000,5000,0.05,20000,1,1,neutral,1000,862,0.862
truth,10000,5000,0.05,20000,1,1,selected,100,79,0.79
truth,10000,5000,0.05,20000,1,3,neutral,1000,738,0.738
truth,10000,5000,0.05,20000,1,3,selected,100,65,0.65
truth,10000,5000,0.05,20000,1,5,neutral,1000,627,0.627
truth,10000,5000,0.05,20000,1,5,selected,100,53,0.53
truth,10000,5000,0.05,20000,1,10,neutral,1000,428,0.428
truth,10000,5000,0.05,20000,1,10,selected,100,32,0.32
truth,10000,5000,0.05,20000,1,20,neutral,1000,168,0.168
truth,10000,5000,0.05,20000,1,20,selected,100,13,0.13
truth,10000,5000,0.05,50000,0,1,neutral,1000,826,0.826
truth,10000,5000,0.05,50000,0,1,selected,100,72,0.72
truth,10000,5000,0.05,50000,0,3,neutral,1000,555,0.555
truth,10000,5000,0.05,50000,0,3,selected,100,41,0.41
truth,10000,5000,0.05,50000,0,5,neutral,1000,379,0.379
truth,10000,5000,0.05,50000,0,5,selected,100,23,0.23
truth,10000,5000,0.05,50000,0,10,neutral,1000,110,0.11
truth,10000,5000,0.05,50000,0,10,selected,100,8,0.08
truth,10000,5000,0.05,50000,0,20,neutral,1000,15,0.015
truth,10000,5000,0.05,50000,0,20,selected,100,0,0.0
truth,10000,5000,0.05,50000,1,1,neutral,1000,826,0.826
truth,10000,5000,0.05,50000,1,1,selected,100,72,0.72
truth,10000,5000,0.05,50000,1,3,neutral,1000,576,0.576
truth,10000,5000,0.05,50000,1,3,selected,100,45,0.45
truth,10000,5000,0.05,50000,1,5,neutral,1000,417,0.417
truth,10000,5000,0.05,50000,1,5,selected,100,25,0.25
truth,10000,5000,0.05,50000,1,10,neutral,1000,139,0.139
truth,10000,5000,0.05,50000,1,10,selected,100,10,0.1
truth,10000,5000,0.05,50000,1,20,neutral,1000,21,0.021
truth,10000,5000,0.05,50000,1,20,selected,100,1,0.01
truth,10000,5000,0.01,10000,0,1,neutral,1000,461,0.461
truth,10000,5000,0.01,10000,0,1,selected,100,35,0.35
truth,10000,5000,0.01,10000,0,3,neutral,1000,337,0.337
truth,10000,5000,0.01,10000,0,3,selected,100,21,0.21
truth,10000,5000,0.01,10000,0,5,neutral,1000,275,0.275
truth,10000,5000,0.01,10000,0,5,selected,100,19,0.19
truth,10000,5000,0.01,10000,0,10,neutral,1000,168,0.168
truth,10000,5000,0.01,10000,0,10,selected,100,11,0.11
truth,10000,5000,0.01,10000,0,20,neutral,1000,75,0.075
truth,10000,5000,0.01,10000,0,20,selected,100,4,0.04
truth,10000,5000,0.01,10000,1,1,neutral,1000,461,0.461
truth,10000,5000,0.01,10000,1,1,selected,100,35,0.35
truth,10000,5000,0.01,10000,1,3,neutral,1000,353,0.353
truth,10000,5000,0.01,10000,1,3,selected,100,23,0.23
truth,10000,5000,0.01,10000,1,5,neutral,1000,287,0.287
truth,10000,5000,0.01,10000,1,5,selected,100,20,0.2
truth,10000,5000,0.01,10000,1,10,neutral,1000,186,0.186
truth,10000,5000,0.01,10000,1,10,selected,100,12,0.12
truth,10000,5000,0.01,10000,1,20,neutral,1000,86,0.086
truth,10000,5000,0.01,10000,1,20,selected,100,5,0.05
truth,10000,5000,0.01,20000,0,1,neutral,1000,427,0.427
truth,10000,5000,0.01,20000,0,1,selected,100,33,0.33
truth,10000,5000,0.01,20000,0,3,neutral,1000,275,0.275
truth,10000,5000,0.01,20000,0,3,selected,100,18,0.18
truth,10000,5000,0.01,20000,0,5,neutral,1000,188,0.188
truth,10000,5000,0.01,20000,0,5,selected,100,12,0.12
truth,10000,5000,0.01,20000,0,10,neutral,1000,83,0.083
truth,10000,5000,0.01,20000,0,10,selected,100,5,0.05
truth,10000,5000,0.01,20000,0,20,neutral,1000,18,0.018
truth,10000,5000,0.01,20000,0,20,selected,100,2,0.02
truth,10000,5000,0.01,20000,1,1,neutral,1000,427,0.427
truth,10000,5000,0.01,20000,1,1,selected,100,33,0.33
truth,10000,5000,0.01,20000,1,3,neutral,1000,291,0.291
truth,10000,5000,0.01,20000,1,3,selected,100,19,0.19
truth,10000,5000,0.01,20000,1,5,neutral,1000,205,0.205
truth,10000,5000,0.01,20000,1,5,selected,100,14,0.14
truth,10000,5000,0.01,20000,1,10,neutral,1000,99,0.099
truth,10000,5000,0.01,20000,1,10,selected,100,6,0.06
truth,10000,5000,0.01,20000,1,20,neutral,1000,22,0.022
truth,10000,5000,0.01,20000,1,20,selected,100,2,0.02
truth,10000,5000,0.01,50000,0,1,neutral,1000,380,0.38
truth,10000,5000,0.01,50000,0,1,selected,100,26,0.26
truth,10000,5000,0.01,50000,0,3,neutral,1000,155,0.155
truth,10000,5000,0.01,50000,0,3,selected,100,10,0.1
truth,10000,5000,0.01,50000,0,5,neutral,1000,74,0.074
truth,10000,5000,0.01,50000,0,5,selected,100,4,0.04
truth,10000,5000,0.01,50000,0,10,neutral,1000,12,0.012
truth,10000,5000,0.01,50000,0,10,selected,100,0,0.0
truth,10000,5000,0.01,50000,0,20,neutral,1000,1,0.001
truth,10000,5000,0.01,50000,0,20,selected,100,0,0.0
truth,10000,5000,0.01,50000,1,1,neutral,1000,380,0.38
truth,10000,5000,0.01,50000,1,1,selected,100,26,0.26
truth,10000,5000,0.01,50000,1,3,neutral,1000,166,0.166
truth,10000,5000,0.01,50000,1,3,selected,100,10,0.1
truth,10000,5000,0.01,50000,1,5,neutral,1000,84,0.084
truth,10000,5000,0.01,50000,1,5,selected,100,4,0.04
truth,10000,5000,0.01,50000,1,10,neutral,1000,16,0.016
truth,10000,5000,0.01,50000,1,10,selected,100,1,0.01
truth,10000,5000,0.01,50000,1,20,neutral,1000,2,0.002
truth,10000,5000,0.01,50000,1,20,selected,100,0,0.0
truth,10000,5000,0.001,10000,0,1,neutral,1000,107,0.107
truth,10000,5000,0.001,10000,0,1,selected,100,8,0.08
truth,10000,5000,0.001,10000,0,3,neutral,1000,54,0.054
truth,10000,5000,0.001,10000,0,3,selected,100,4,0.04
truth,10000,5000,0.001,10000,0,5,neutral,1000,32,0.032
truth,10000,5000,0.001,10000,0,5,selected,100,2,0.02
truth,10000,5000,0.001,10000,0,10,neutral,1000,15,0.015
truth,10000,5000,0.001,10000,0,10,selected,100,0,0.0
truth,10000,5000,0.001,10000,0,20,neutral,1000,5,0.005
truth,10000,5000,0.001,10000,0,20,selected,100,0,0.0
truth,10000,5000,0.001,10000,1,1,neutral,1000,107,0.107
truth,10000,5000,0.001,10000,1,1,selected,100,8,0.08
truth,10000,5000,0.001,10000,1,3,neutral,1000,61,0.061
truth,10000,5000,0.001,10000,1,3,selected,100,4,0.04
truth,10000,5000,0.001,10000,1,5,neutral,1000,33,0.033
truth,10000,5000,0.001,10000,1,5,selected,100,2,0.02
truth,10000,5000,0.001,10000,1,10,neutral,1000,17,0.017
truth,10000,5000,0.001,10000,1,10,selected,100,0,0.0
truth,10000,5000,0.001,10000,1,20,neutral,1000,6,0.006
truth,10000,5000,0.001,10000,1,20,selected,100,0,0.0
truth,10000,5000,0.001,20000,0,1,neutral,1000,94,0.094
truth,10000,5000,0.001,20000,0,1,selected,100,8,0.08
truth,10000,5000,0.001,20000,0,3,neutral,1000,31,0.031
truth,10000,5000,0.001,20000,0,3,selected,100,2,0.02
truth,10000,5000,0.001,20000,0,5,neutral,1000,18,0.018
truth,10000,5000,0.001,20000,0,5,selected,100,0,0.0
truth,10000,5000,0.001,20000,0,10,neutral,1000,6,0.006
truth,10000,5000,0.001,20000,0,10,selected,100,0,0.0
truth,10000,5000,0.001,20000,0,20,neutral,1000,0,0.0
truth,10000,5000,0.001,20000,0,20,selected,100,0,0.0
truth,10000,5000,0.001,20000,1,1,neutral,1000,94,0.094
truth,10000,5000,0.001,20000,1,1,selected,100,8,0.08
truth,10000,5000,0.001,20000,1,3,neutral,1000,36,0.036
truth,10000,5000,0.001,20000,1,3,selected,100,2,0.02
truth,10000,5000,0.001,20000,1,5,neutral,1000,21,0.021
truth,10000,5000,0.001,20000,1,5,selected,100,0,0.0
truth,10000,5000,0.001,20000,1,10,neutral,1000,8,0.008
truth,10000,5000,0.001,20000,1,10,selected,100,0,0.0
truth,10000,5000,0.001,20000,1,20,neutral,1000,0,0.0
truth,10000,5000,0.001,20000,1,20,selected,100,0,0.0
truth,10000,5000,0.001,50000,0,1,neutral,1000,71,0.071
truth,10000,5000,0.001,50000,0,1,selected,100,5,0.05
truth,10000,5000,0.001,50000,0,3,neutral,1000,14,0.014
truth,10000,5000,0.001,50000,0,3,selected,100,1,0.01
truth,10000,5000,0.001,50000,0,5,neutral,1000,3,0.003
truth,10000,5000,0.001,50000,0,5,selected,100,0,0.0
truth,10000,5000,0.001,50000,0,10,neutral,1000,0,0.0
truth,10000,5000,0.001,50000,0,10,selected,100,0,0.0
truth,10000,5000,0.001,50000,0,20,neutral,1000,0,0.0
truth,10000,5000,0.001,50000,0,20,selected,100,0,0.0
truth,10000,5000,0.001,50000,1,1,neutral,1000,71,0.071
truth,10000,5000,0.001,50000,1,1,selected,100,5,0.05
truth,10000,5000,0.001,50000,1,3,neutral,1000,14,0.014
truth,10000,5000,0.001,50000,1,3,selected,100,1,0.01
truth,10000,5000,0.001,50000,1,5,neutral,1000,5,0.005
truth,10000,5000,0.001,50000,1,5,selected,100,0,0.0
truth,10000,5000,0.001,50000,1,10,neutral,1000,0,0.0
truth,10000,5000,0.001,50000,1,10,selected,100,0,0.0
truth,10000,5000,0.001,50000,1,20,neutral,1000,0,0.0
truth,10000,5000,0.001,50000,1,20,selected,100,0,0.0
truth,10000,10000,0.05,10000,0,1,neutral,1000,988,0.988
truth,10000,10000,0.05,10000,0,1,selected,100,100,1.0
truth,10000,10000,0.05,10000,0,3,neutral,1000,940,0.94
truth,10000,10000,0.05,10000,0,3,selected,100,98,0.98
truth,10000,10000,0.05,10000,0,5,neutral,1000,874,0.874
truth,10000,10000,0.05,10000,0,5,selected,100,93,0.93
truth,10000,10000,0.05,10000,0,10,neutral,1000,644,0.644
truth,10000,10000,0.05,10000,0,10,selected,100,74,0.74
truth,10000,10000,0.05,10000,0,20,neutral,1000,307,0.307
truth,10000,10000,0.05,10000,0,20,selected,100,38,0.38
truth,10000,10000,0.05,10000,1,1,neutral,1000,988,0.988
truth,10000,10000,0.05,10000,1,1,selected,100,100,1.0
truth,10000,10000,0.05,10000,1,3,neutral,1000,948,0.948
truth,10000,10000,0.05,10000,1,3,selected,100,98,0.98
truth,10000,10000,0.05,10000,1,5,neutral,1000,890,0.89
truth,10000,10000,0.05,10000,1,5,selected,100,94,0.94
truth,10000,10000,0.05,10000,1,10,neutral,1000,695,0.695
truth,10000,10000,0.05,10000,1,10,selected,100,77,0.77
truth,10000,10000,0.05,10000,1,20,neutral,1000,358,0.358
truth,10000,10000,0.05,10000,1,20,selected,100,39,0.39
truth,10000,10000,0.05,20000,0,1,neutral,1000,981,0.981
truth,10000,10000,0.05,20000,0,1,selected,100,100,1.0
truth,10000,10000,0.05,20000,0,3,neutral,1000,875,0.875
truth,10000,10000,0.05,20000,0,3,selected,100,92,0.92
truth,10000,10000,0.05,20000,0,5,neutral,1000,695,0.695
truth,10000,10000,0.05,20000,0,5,selected,100,77,0.77
truth,10000,10000,0.05,20000,0,10,neutral,1000,351,0.351
truth,10000,10000,0.05,20000,0,10,selected,100,40,0.4
truth,10000,10000,0.05,20000,0,20,neutral,1000,64,0.064
truth,10000,10000,0.05,20000,0,20,selected,100,6,0.06
truth,10000,10000,0.05,20000,1,1,neutral,1000,981,0.981
truth,10000,10000,0.05,20000,1,1,selected,100,100,1.0
truth,10000,10000,0.05,20000,1,3,neutral,1000,890,0.89
truth,10000,10000,0.05,20000,1,3,selected,100,93,0.93
truth,10000,10000,0.05,20000,1,5,neutral,1000,738,0.738
truth,10000,10000,0.05,20000,1,5,selected,100,81,0.81
truth,10000,10000,0.05,20000,1,10,neutral,1000,414,0.414
truth,10000,10000,0.05,20000,1,10,selected,100,44,0.44
truth,10000,10000,0.05,20000,1,20,neutral,1000,93,0.093
truth,10000,10000,0.05,20000,1,20,selected,100,8,0.08
truth,10000,10000,0.05,50000,0,1,neutral,1000,953,0.953
truth,10000,10000,0.05,50000,0,1,selected,100,99,0.99
truth,10000,10000,0.05,50000,0,3,neutral,1000,624,0.624
truth,10000,10000,0.05,50000,0,3,selected,100,71,0.71
truth,10000,10000,0.05,50000,0,5,neutral,1000,320,0.32
truth,10000,10000,0.05,50000,0,5,selected,100,37,0.37
truth,10000,10000,0.05,50000,0,10,neutral,1000,43,0.043
truth,10000,10000,0.05,50000,0,10,selected,100,2,0.02
truth,10000,10000,0.05,50000,0,20,neutral,1000,0,0.0
truth,10000,10000,0.05,50000,0,20,selected,100,0,0.0
truth,10000,10000,0.05,50000,1,1,neutral,1000,953,0.953
truth,10000,10000,0.05,50000,1,1,selected,100,99,0.99
truth,10000,10000,0.05,50000,1,3,neutral,1000,660,0.66
truth,10000,10000,0.05,50000,1,3,selected,100,72,0.72
truth,10000,10000,0.05,50000,1,5,neutral,1000,372,0.372
truth,10000,10000,0.05,50000,1,5,selected,100,42,0.42
truth,10000,10000,0.05,50000,1,10,neutral,1000,74,0.074
truth,10000,10000,0.05,50000,1,10,selected,100,6,0.06
truth,10000,10000,0.05,50000,1,20,neutral,1000,2,0.002
truth,10000,10000,0.05,50000,1,20,selected,100,0,0.0
truth,10000,10000,0.01,10000,0,1,neutral,1000,727,0.727
truth,10000,10000,0.01,10000,0,1,selected,100,79,0.79
truth,10000,10000,0.01,10000,0,3,neutral,1000,485,0.485
truth,10000,10000,0.01,10000,0,3,selected,100,57,0.57
truth,10000,10000,0.01,10000,0,5,neutral,1000,373,0.373
truth,10000,10000,0.01,10000,0,5,selected,100,40,0.4
truth,10000,10000,0.01,10000,0,10,neutral,1000,168,0.168
truth,10000,10000,0.01,10000,0,10,selected,100,20,0.2
truth,10000,10000,0.01,10000,0,20,neutral,1000,39,0.039
truth,10000,10000,0.01,10000,0,20,selected,100,5,0.05
truth,10000,10000,0.01,10000,1,1,neutral,1000,727,0.727
truth,10000,10000,0.01,10000,1,1,selected,100,79,0.79
truth,10000,10000,0.01,10000,1,3,neutral,1000,508,0.508
truth,10000,10000,0.01,10000,1,3,selected,100,60,0.6
truth,10000,10000,0.01,10000,1,5,neutral,1000,399,0.399
truth,10000,10000,0.01,10000,1,5,selected,100,43,0.43
truth,10000,10000,0.01,10000,1,10,neutral,1000,200,0.2
truth,10000,10000,0.01,10000,1,10,selected,100,21,0.21
truth,10000,10000,0.01,10000,1,20,neutral,1000,52,0.052
truth,10000,10000,0.01,10000,1,20,selected,100,6,0.06
truth,10000,10000,0.01,20000,0,1,neutral,1000,667,0.667
truth,10000,10000,0.01,20000,0,1,selected,100,74,0.74
truth,10000,10000,0.01,20000,0,3,neutral,1000,379,0.379
truth,10000,10000,0.01,20000,0,3,selected,100,36,0.36
truth,10000,10000,0.01,20000,0,5,neutral,1000,214,0.214
truth,10000,10000,0.01,20000,0,5,selected,100,23,0.23
truth,10000,10000,0.01,20000,0,10,neutral,1000,53,0.053
truth,10000,10000,0.01,20000,0,10,selected,100,6,0.06
truth,10000,10000,0.01,20000,0,20,neutral,1000,2,0.002
truth,10000,10000,0.01,20000,0,20,selected,100,0,0.0
truth,10000,10000,0.01,20000,1,1,neutral,1000,667,0.667
truth,10000,10000,0.01,20000,1,1,selected,100,74,0.74
truth,10000,10000,0.01,20000,1,3,neutral,1000,392,0.392
truth,10000,10000,0.01,20000,1,3,selected,100,38,0.38
truth,10000,10000,0.01,20000,1,5,neutral,1000,248,0.248
truth,10000,10000,0.01,20000,1,5,selected,100,25,0.25
truth,10000,10000,0.01,20000,1,10,neutral,1000,68,0.068
truth,10000,10000,0.01,20000,1,10,selected,100,7,0.07
truth,10000,10000,0.01,20000,1,20,neutral,1000,3,0.003
truth,10000,10000,0.01,20000,1,20,selected,100,0,0.0
truth,10000,10000,0.01,50000,0,1,neutral,1000,562,0.562
truth,10000,10000,0.01,50000,0,1,selected,100,64,0.64
truth,10000,10000,0.01,50000,0,3,neutral,1000,167,0.167
truth,10000,10000,0.01,50000,0,3,selected,100,18,0.18
truth,10000,10000,0.01,50000,0,5,neutral,1000,42,0.042
truth,10000,10000,0.01,50000,0,5,selected,100,5,0.05
truth,10000,10000,0.01,50000,0,10,neutral,1000,1,0.001
truth,10000,10000,0.01,50000,0,10,selected,100,0,0.0
truth,10000,10000,0.01,50000,0,20,neutral,1000,0,0.0
truth,10000,10000,0.01,50000,0,20,selected,100,0,0.0
truth,10000,10000,0.01,50000,1,1,neutral,1000,562,0.562
truth,10000,10000,0.01,50000,1,1,selected,100,64,0.64
truth,10000,10000,0.01,50000,1,3,neutral,1000,192,0.192
truth,10000,10000,0.01,50000,1,3,selected,100,23,0.23
truth,10000,10000,0.01,50000,1,5,neutral,1000,57,0.057
truth,10000,10000,0.01,50000,1,5,selected,100,5,0.05
truth,10000,10000,0.01,50000,1,10,neutral,1000,2,0.002
truth,10000,10000,0.01,50000,1,10,selected,100,1,0.01
truth,10000,10000,0.01,50000,1,20,neutral,1000,0,0.0
truth,10000,10000,0.01,50000,1,20,selected,100,0,0.0
truth,10000,10000,0.001,10000,0,1,neutral,1000,208,0.208
truth,10000,10000,0.001,10000,0,1,selected,100,23,0.23
truth,10000,10000,0.001,10000,0,3,neutral,1000,84,0.084
truth,10000,10000,0.001,10000,0,3,selected,100,10,0.1
truth,10000,10000,0.001,10000,0,5,neutral,1000,40,0.04
truth,10000,10000,0.001,10000,0,5,selected,100,5,0.05
truth,10000,10000,0.001,10000,0,10,neutral,1000,10,0.01
truth,10000,10000,0.001,10000,0,10,selected,100,2,0.02
truth,10000,10000,0.001,10000,0,20,neutral,1000,1,0.001
truth,10000,10000,0.001,10000,0,20,selected,100,0,0.0
truth,10000,10000,0.001,10000,1,1,neutral,1000,208,0.208
truth,10000,10000,0.001,10000,1,1,selected,100,23,0.23
truth,10000,10000,0.001,10000,1,3,neutral,1000,88,0.088
truth,10000,10000,0.001,10000,1,3,selected,100,11,0.11
truth,10000,10000,0.001,10000,1,5,neutral,1000,47,0.047
truth,10000,10000,0.001,10000,1,5,selected,100,5,0.05
truth,10000,10000,0.001,10000,1,10,neutral,1000,12,0.012
truth,10000,10000,0.001,10000,1,10,selected,100,2,0.02
truth,10000,10000,0.001,10000,1,20,neutral,1000,1,0.001
truth,10000,10000,0.001,10000,1,20,selected,100,0,0.0
truth,10000,10000,0.001,20000,0,1,neutral,1000,169,0.169
truth,10000,10000,0.001,20000,0,1,selected,100,18,0.18
truth,10000,10000,0.001,20000,0,3,neutral,1000,45,0.045
truth,10000,10000,0.001,20000,0,3,selected,100,4,0.04
truth,10000,10000,0.001,20000,0,5,neutral,1000,15,0.015
truth,10000,10000,0.001,20000,0,5,selected,100,2,0.02
truth,10000,10000,0.001,20000,0,10,neutral,1000,1,0.001
truth,10000,10000,0.001,20000,0,10,selected,100,0,0.0
truth,10000,10000,0.001,20000,0,20,neutral,1000,0,0.0
truth,10000,10000,0.001,20000,0,20,selected,100,0,0.0
truth,10000,10000,0.001,20000,1,1,neutral,1000,169,0.169
truth,10000,10000,0.001,20000,1,1,selected,100,18,0.18
truth,10000,10000,0.001,20000,1,3,neutral,1000,47,0.047
truth,10000,10000,0.001,20000,1,3,selected,100,6,0.06
truth,10000,10000,0.001,20000,1,5,neutral,1000,18,0.018
truth,10000,10000,0.001,20000,1,5,selected,100,2,0.02
truth,10000,10000,0.001,20000,1,10,neutral,1000,2,0.002
truth,10000,10000,0.001,20000,1,10,selected,100,0,0.0
truth,10000,10000,0.001,20000,1,20,neutral,1000,0,0.0
truth,10000,10000,0.001,20000,1,20,selected,100,0,0.0
truth,10000,10000,0.001,50000,0,1,neutral,1000,112,0.112
truth,10000,10000,0.001,50000,0,1,selected,100,11,0.11
truth,10000,10000,0.001,50000,0,3,neutral,1000,10,0.01
truth,10000,10000,0.001,50000,0,3,selected,100,2,0.02
truth,10000,10000,0.001,50000,0,5,neutral,1000,0,0.0
truth,10000,10000,0.001,50000,0,5,selected,100,0,0.0
truth,10000,10000,0.001,50000,0,10,neutral,1000,0,0.0
truth,10000,10000,0.001,50000,0,10,selected,100,0,0.0
truth,10000,10000,0.001,50000,0,20,neutral,1000,0,0.0
truth,10000,10000,0.001,50000,0,20,selected,100,0,0.0
truth,10000,10000,0.001,50000,1,1,neutral,1000,112,0.112
truth,10000,10000,0.001,50000,1,1,selected,100,11,0.11
truth,10000,10000,0.001,50000,1,3,neutral,1000,10,0.01
truth,10000,10000,0.001,50000,1,3,selected,100,3,0.03
truth,10000,10000,0.001,50000,1,5,neutral,1000,0,0.0
truth,10000,10000,0.001,50000,1,5,selected,100,0,0.0
truth,10000,10000,0.001,50000,1,10,neutral,1000,0,0.0
truth,10000,10000,0.001,50000,1,10,selected,100,0,0.0
truth,10000,10000,0.001,50000,1,20,neutral,1000,0,0.0
truth,10000,10000,0.001,50000,1,20,selected,100,0,0.0
truth,10000,20000,0.05,10000,0,1,neutral,1000,990,0.99
truth,10000,20000,0.05,10000,0,1,selected,100,100,1.0
truth,10000,20000,0.05,10000,0,3,neutral,1000,957,0.957
truth,10000,20000,0.05,10000,0,3,selected,100,98,0.98
truth,10000,20000,0.05,10000,0,5,neutral,1000,884,0.884
truth,10000,20000,0.05,10000,0,5,selected,100,91,0.91
truth,10000,20000,0.05,10000,0,10,neutral,1000,691,0.691
truth,10000,20000,0.05,10000,0,10,selected,100,67,0.67
truth,10000,20000,0.05,10000,0,20,neutral,1000,329,0.329
truth,10000,20000,0.05,10000,0,20,selected,100,33,0.33
truth,10000,20000,0.05,10000,1,1,neutral,1000,990,0.99
truth,10000,20000,0.05,10000,1,1,selected,100,100,1.0
truth,10000,20000,0.05,10000,1,3,neutral,1000,966,0.966
truth,10000,20000,0.05,10000,1,3,selected,100,98,0.98
truth,10000,20000,0.05,10000,1,5,neutral,1000,900,0.9
truth,10000,20000,0.05,10000,1,5,selected,100,95,0.95
truth,10000,20000,0.05,10000,1,10,neutral,1000,736,0.736
truth,10000,20000,0.05,10000,1,10,selected,100,71,0.71
truth,10000,20000,0.05,10000,1,20,neutral,1000,368,0.368
truth,10000,20000,0.05,10000,1,20,selected,100,38,0.38
truth,10000,20000,0.05,20000,0,1,neutral,1000,988,0.988
truth,10000,20000,0.05,20000,0,1,selected,100,100,1.0
truth,10000,20000,0.05,20000,0,3,neutral,1000,883,0.883
truth,10000,20000,0.05,20000,0,3,selected,100,87,0.87
truth,10000,20000,0.05,20000,0,5,neutral,1000,736,0.736
truth,10000,20000,0.05,20000,0,5,selected,100,71,0.71
truth,10000,20000,0.05,20000,0,10,neutral,1000,368,0.368
truth,10000,20000,0.05,20000,0,10,selected,100,38,0.38
truth,10000,20000,0.05,20000,0,20,neutral,1000,70,0.07
truth,10000,20000,0.05,20000,0,20,selected,100,4,0.04
truth,10000,20000,0.05,20000,1,1,neutral,1000,988,0.988
truth,10000,20000,0.05,20000,1,1,selected,100,100,1.0
truth,10000,20000,0.05,20000,1,3,neutral,1000,897,0.897
truth,10000,20000,0.05,20000,1,3,selected,100,89,0.89
truth,10000,20000,0.05,20000,1,5,neutral,1000,765,0.765
