source,onset_years,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,n,called,region_call_rate
truth,50000,30000,0.01,50000,1,3,neutral,1000,180,0.18
truth,50000,30000,0.01,50000,1,3,selected,100,37,0.37
truth,50000,30000,0.01,50000,1,5,neutral,1000,44,0.044
truth,50000,30000,0.01,50000,1,5,selected,100,19,0.19
truth,50000,30000,0.01,50000,1,10,neutral,1000,2,0.002
truth,50000,30000,0.01,50000,1,10,selected,100,1,0.01
truth,50000,30000,0.01,50000,1,20,neutral,1000,0,0.0
truth,50000,30000,0.01,50000,1,20,selected,100,0,0.0
truth,50000,30000,0.001,10000,0,1,neutral,1000,234,0.234
truth,50000,30000,0.001,10000,0,1,selected,100,26,0.26
truth,50000,30000,0.001,10000,0,3,neutral,1000,100,0.1
truth,50000,30000,0.001,10000,0,3,selected,100,14,0.14
truth,50000,30000,0.001,10000,0,5,neutral,1000,51,0.051
truth,50000,30000,0.001,10000,0,5,selected,100,9,0.09
truth,50000,30000,0.001,10000,0,10,neutral,1000,12,0.012
truth,50000,30000,0.001,10000,0,10,selected,100,4,0.04
truth,50000,30000,0.001,10000,0,20,neutral,1000,1,0.001
truth,50000,30000,0.001,10000,0,20,selected,100,0,0.0
truth,50000,30000,0.001,10000,1,1,neutral,1000,234,0.234
truth,50000,30000,0.001,10000,1,1,selected,100,26,0.26
truth,50000,30000,0.001,10000,1,3,neutral,1000,107,0.107
truth,50000,30000,0.001,10000,1,3,selected,100,14,0.14
truth,50000,30000,0.001,10000,1,5,neutral,1000,58,0.058
truth,50000,30000,0.001,10000,1,5,selected,100,10,0.1
truth,50000,30000,0.001,10000,1,10,neutral,1000,13,0.013
truth,50000,30000,0.001,10000,1,10,selected,100,4,0.04
truth,50000,30000,0.001,10000,1,20,neutral,1000,1,0.001
truth,50000,30000,0.001,10000,1,20,selected,100,0,0.0
truth,50000,30000,0.001,20000,0,1,neutral,1000,194,0.194
truth,50000,30000,0.001,20000,0,1,selected,100,21,0.21
truth,50000,30000,0.001,20000,0,3,neutral,1000,52,0.052
truth,50000,30000,0.001,20000,0,3,selected,100,9,0.09
truth,50000,30000,0.001,20000,0,5,neutral,1000,15,0.015
truth,50000,30000,0.001,20000,0,5,selected,100,5,0.05
truth,50000,30000,0.001,20000,0,10,neutral,1000,1,0.001
truth,50000,30000,0.001,20000,0,10,selected,100,0,0.0
truth,50000,30000,0.001,20000,0,20,neutral,1000,0,0.0
truth,50000,30000,0.001,20000,0,20,selected,100,0,0.0
truth,50000,30000,0.001,20000,1,1,neutral,1000,194,0.194
truth,50000,30000,0.001,20000,1,1,selected,100,21,0.21
truth,50000,30000,0.001,20000,1,3,neutral,1000,58,0.058
truth,50000,30000,0.001,20000,1,3,selected,100,10,0.1
truth,50000,30000,0.001,20000,1,5,neutral,1000,18,0.018
truth,50000,30000,0.001,20000,1,5,selected,100,6,0.06
truth,50000,30000,0.001,20000,1,10,neutral,1000,2,0.002
truth,50000,30000,0.001,20000,1,10,selected,100,0,0.0
truth,50000,30000,0.001,20000,1,20,neutral,1000,0,0.0
truth,50000,30000,0.001,20000,1,20,selected,100,0,0.0
truth,50000,30000,0.001,50000,0,1,neutral,1000,133,0.133
truth,50000,30000,0.001,50000,0,1,selected,100,18,0.18
truth,50000,30000,0.001,50000,0,3,neutral,1000,8,0.008
truth,50000,30000,0.001,50000,0,3,selected,100,2,0.02
truth,50000,30000,0.001,50000,0,5,neutral,1000,1,0.001
truth,50000,30000,0.001,50000,0,5,selected,100,1,0.01
truth,50000,30000,0.001,50000,0,10,neutral,1000,0,0.0
truth,50000,30000,0.001,50000,0,10,selected,100,0,0.0
truth,50000,30000,0.001,50000,0,20,neutral,1000,0,0.0
truth,50000,30000,0.001,50000,0,20,selected,100,0,0.0
truth,50000,30000,0.001,50000,1,1,neutral,1000,133,0.133
truth,50000,30000,0.001,50000,1,1,selected,100,18,0.18
truth,50000,30000,0.001,50000,1,3,neutral,1000,10,0.01
truth,50000,30000,0.001,50000,1,3,selected,100,2,0.02
truth,50000,30000,0.001,50000,1,5,neutral,1000,2,0.002
truth,50000,30000,0.001,50000,1,5,selected,100,1,0.01
truth,50000,30000,0.001,50000,1,10,neutral,1000,0,0.0
truth,50000,30000,0.001,50000,1,10,selected,100,0,0.0
truth,50000,30000,0.001,50000,1,20,neutral,1000,0,0.0
truth,50000,30000,0.001,50000,1,20,selected,100,0,0.0
truth,50000,40000,0.05,10000,0,1,neutral,1000,1000,1.0
truth,50000,40000,0.05,10000,0,1,selected,100,100,1.0
truth,50000,40000,0.05,10000,0,3,neutral,1000,989,0.989
truth,50000,40000,0.05,10000,0,3,selected,100,97,0.97
truth,50000,40000,0.05,10000,0,5,neutral,1000,942,0.942
truth,50000,40000,0.05,10000,0,5,selected,100,94,0.94
truth,50000,40000,0.05,10000,0,10,neutral,1000,662,0.662
truth,50000,40000,0.05,10000,0,10,selected,100,78,0.78
truth,50000,40000,0.05,10000,0,20,neutral,1000,195,0.195
truth,50000,40000,0.05,10000,0,20,selected,100,31,0.31
truth,50000,40000,0.05,10000,1,1,neutral,1000,1000,1.0
truth,50000,40000,0.05,10000,1,1,selected,100,100,1.0
truth,50000,40000,0.05,10000,1,3,neutral,1000,991,0.991
truth,50000,40000,0.05,10000,1,3,selected,100,97,0.97
truth,50000,40000,0.05,10000,1,5,neutral,1000,953,0.953
truth,50000,40000,0.05,10000,1,5,selected,100,94,0.94
truth,50000,40000,0.05,10000,1,10,neutral,1000,714,0.714
truth,50000,40000,0.05,10000,1,10,selected,100,81,0.81
truth,50000,40000,0.05,10000,1,20,neutral,1000,234,0.234
truth,50000,40000,0.05,10000,1,20,selected,100,39,0.39
truth,50000,40000,0.05,20000,0,1,neutral,1000,999,0.999
truth,50000,40000,0.05,20000,0,1,selected,100,100,1.0
truth,50000,40000,0.05,20000,0,3,neutral,1000,935,0.935
truth,50000,40000,0.05,20000,0,3,selected,100,94,0.94
truth,50000,40000,0.05,20000,0,5,neutral,1000,734,0.734
truth,50000,40000,0.05,20000,0,5,selected,100,81,0.81
truth,50000,40000,0.05,20000,0,10,neutral,1000,237,0.237
truth,50000,40000,0.05,20000,0,10,selected,100,38,0.38
truth,50000,40000,0.05,20000,0,20,neutral,1000,18,0.018
truth,50000,40000,0.05,20000,0,20,selected,100,6,0.06
truth,50000,40000,0.05,20000,1,1,neutral,1000,999,0.999
truth,50000,40000,0.05,20000,1,1,selected,100,100,1.0
truth,50000,40000,0.05,20000,1,3,neutral,1000,945,0.945
truth,50000,40000,0.05,20000,1,3,selected,100,94,0.94
truth,50000,40000,0.05,20000,1,5,neutral,1000,779,0.779
truth,50000,40000,0.05,20000,1,5,selected,100,86,0.86
truth,50000,40000,0.05,20000,1,10,neutral,1000,292,0.292
truth,50000,40000,0.05,20000,1,10,selected,100,45,0.45
truth,50000,40000,0.05,20000,1,20,neutral,1000,26,0.026
truth,50000,40000,0.05,20000,1,20,selected,100,11,0.11
truth,50000,40000,0.05,50000,0,1,neutral,1000,990,0.99
truth,50000,40000,0.05,50000,0,1,selected,100,100,1.0
truth,50000,40000,0.05,50000,0,3,neutral,1000,619,0.619
truth,50000,40000,0.05,50000,0,3,selected,100,70,0.7
truth,50000,40000,0.05,50000,0,5,neutral,1000,200,0.2
truth,50000,40000,0.05,50000,0,5,selected,100,35,0.35
truth,50000,40000,0.05,50000,0,10,neutral,1000,8,0.008
truth,50000,40000,0.05,50000,0,10,selected,100,4,0.04
truth,50000,40000,0.05,50000,0,20,neutral,1000,0,0.0
truth,50000,40000,0.05,50000,0,20,selected,100,1,0.01
truth,50000,40000,0.05,50000,1,1,neutral,1000,990,0.99
truth,50000,40000,0.05,50000,1,1,selected,100,100,1.0
truth,50000,40000,0.05,50000,1,3,neutral,1000,679,0.679
truth,50000,40000,0.05,50000,1,3,selected,100,78,0.78
truth,50000,40000,0.05,50000,1,5,neutral,1000,266,0.266
truth,50000,40000,0.05,50000,1,5,selected,100,47,0.47
truth,50000,40000,0.05,50000,1,10,neutral,1000,27,0.027
truth,50000,40000,0.05,50000,1,10,selected,100,8,0.08
truth,50000,40000,0.05,50000,1,20,neutral,1000,1,0.001
truth,50000,40000,0.05,50000,1,20,selected,100,1,0.01
truth,50000,40000,0.01,10000,0,1,neutral,1000,854,0.854
truth,50000,40000,0.01,10000,0,1,selected,100,92,0.92
truth,50000,40000,0.01,10000,0,3,neutral,1000,623,0.623
truth,50000,40000,0.01,10000,0,3,selected,100,76,0.76
truth,50000,40000,0.01,10000,0,5,neutral,1000,422,0.422
truth,50000,40000,0.01,10000,0,5,selected,100,67,0.67
truth,50000,40000,0.01,10000,0,10,neutral,1000,151,0.151
truth,50000,40000,0.01,10000,0,10,selected,100,34,0.34
truth,50000,40000,0.01,10000,0,20,neutral,1000,20,0.02
truth,50000,40000,0.01,10000,0,20,selected,100,11,0.11
truth,50000,40000,0.01,10000,1,1,neutral,1000,854,0.854
truth,50000,40000,0.01,10000,1,1,selected,100,92,0.92
truth,50000,40000,0.01,10000,1,3,neutral,1000,637,0.637
truth,50000,40000,0.01,10000,1,3,selected,100,80,0.8
truth,50000,40000,0.01,10000,1,5,neutral,1000,460,0.46
truth,50000,40000,0.01,10000,1,5,selected,100,70,0.7
truth,50000,40000,0.01,10000,1,10,neutral,1000,181,0.181
truth,50000,40000,0.01,10000,1,10,selected,100,36,0.36
truth,50000,40000,0.01,10000,1,20,neutral,1000,30,0.03
truth,50000,40000,0.01,10000,1,20,selected,100,11,0.11
truth,50000,40000,0.01,20000,0,1,neutral,1000,797,0.797
truth,50000,40000,0.01,20000,0,1,selected,100,90,0.9
truth,50000,40000,0.01,20000,0,3,neutral,1000,429,0.429
truth,50000,40000,0.01,20000,0,3,selected,100,68,0.68
truth,50000,40000,0.01,20000,0,5,neutral,1000,196,0.196
truth,50000,40000,0.01,20000,0,5,selected,100,36,0.36
truth,50000,40000,0.01,20000,0,10,neutral,1000,26,0.026
truth,50000,40000,0.01,20000,0,10,selected,100,11,0.11
truth,50000,40000,0.01,20000,0,20,neutral,1000,1,0.001
truth,50000,40000,0.01,20000,0,20,selected,100,1,0.01
truth,50000,40000,0.01,20000,1,1,neutral,1000,797,0.797
truth,50000,40000,0.01,20000,1,1,selected,100,90,0.9
truth,50000,40000,0.01,20000,1,3,neutral,1000,449,0.449
truth,50000,40000,0.01,20000,1,3,selected,100,69,0.69
truth,50000,40000,0.01,20000,1,5,neutral,1000,236,0.236
truth,50000,40000,0.01,20000,1,5,selected,100,40,0.4
truth,50000,40000,0.01,20000,1,10,neutral,1000,31,0.031
truth,50000,40000,0.01,20000,1,10,selected,100,11,0.11
truth,50000,40000,0.01,20000,1,20,neutral,1000,1,0.001
truth,50000,40000,0.01,20000,1,20,selected,100,1,0.01
truth,50000,40000,0.01,50000,0,1,neutral,1000,694,0.694
truth,50000,40000,0.01,50000,0,1,selected,100,87,0.87
truth,50000,40000,0.01,50000,0,3,neutral,1000,121,0.121
truth,50000,40000,0.01,50000,0,3,selected,100,29,0.29
truth,50000,40000,0.01,50000,0,5,neutral,1000,21,0.021
truth,50000,40000,0.01,50000,0,5,selected,100,9,0.09
truth,50000,40000,0.01,50000,0,10,neutral,1000,1,0.001
truth,50000,40000,0.01,50000,0,10,selected,100,0,0.0
truth,50000,40000,0.01,50000,0,20,neutral,1000,0,0.0
truth,50000,40000,0.01,50000,0,20,selected,100,0,0.0
truth,50000,40000,0.01,50000,1,1,neutral,1000,694,0.694
truth,50000,40000,0.01,50000,1,1,selected,100,87,0.87
truth,50000,40000,0.01,50000,1,3,neutral,1000,141,0.141
truth,50000,40000,0.01,50000,1,3,selected,100,32,0.32
truth,50000,40000,0.01,50000,1,5,neutral,1000,27,0.027
truth,50000,40000,0.01,50000,1,5,selected,100,11,0.11
truth,50000,40000,0.01,50000,1,10,neutral,1000,1,0.001
truth,50000,40000,0.01,50000,1,10,selected,100,1,0.01
truth,50000,40000,0.01,50000,1,20,neutral,1000,0,0.0
truth,50000,40000,0.01,50000,1,20,selected,100,0,0.0
truth,50000,40000,0.001,10000,0,1,neutral,1000,265,0.265
truth,50000,40000,0.001,10000,0,1,selected,100,50,0.5
truth,50000,40000,0.001,10000,0,3,neutral,1000,102,0.102
truth,50000,40000,0.001,10000,0,3,selected,100,28,0.28
truth,50000,40000,0.001,10000,0,5,neutral,1000,45,0.045
truth,50000,40000,0.001,10000,0,5,selected,100,26,0.26
truth,50000,40000,0.001,10000,0,10,neutral,1000,7,0.007
truth,50000,40000,0.001,10000,0,10,selected,100,11,0.11
truth,50000,40000,0.001,10000,0,20,neutral,1000,1,0.001
truth,50000,40000,0.001,10000,0,20,selected,100,2,0.02
truth,50000,40000,0.001,10000,1,1,neutral,1000,265,0.265
truth,50000,40000,0.001,10000,1,1,selected,100,50,0.5
truth,50000,40000,0.001,10000,1,3,neutral,1000,107,0.107
truth,50000,40000,0.001,10000,1,3,selected,100,30,0.3
truth,50000,40000,0.001,10000,1,5,neutral,1000,53,0.053
truth,50000,40000,0.001,10000,1,5,selected,100,26,0.26
truth,50000,40000,0.001,10000,1,10,neutral,1000,7,0.007
truth,50000,40000,0.001,10000,1,10,selected,100,14,0.14
truth,50000,40000,0.001,10000,1,20,neutral,1000,1,0.001
truth,50000,40000,0.001,10000,1,20,selected,100,2,0.02
truth,50000,40000,0.001,20000,0,1,neutral,1000,211,0.211
truth,50000,40000,0.001,20000,0,1,selected,100,42,0.42
truth,50000,40000,0.001,20000,0,3,neutral,1000,48,0.048
truth,50000,40000,0.001,20000,0,3,selected,100,26,0.26
truth,50000,40000,0.001,20000,0,5,neutral,1000,13,0.013
truth,50000,40000,0.001,20000,0,5,selected,100,14,0.14
truth,50000,40000,0.001,20000,0,10,neutral,1000,1,0.001
truth,50000,40000,0.001,20000,0,10,selected,100,2,0.02
truth,50000,40000,0.001,20000,0,20,neutral,1000,1,0.001
truth,50000,40000,0.001,20000,0,20,selected,100,0,0.0
truth,50000,40000,0.001,20000,1,1,neutral,1000,211,0.211
truth,50000,40000,0.001,20000,1,1,selected,100,42,0.42
truth,50000,40000,0.001,20000,1,3,neutral,1000,50,0.05
truth,50000,40000,0.001,20000,1,3,selected,100,28,0.28
truth,50000,40000,0.001,20000,1,5,neutral,1000,16,0.016
truth,50000,40000,0.001,20000,1,5,selected,100,16,0.16
truth,50000,40000,0.001,20000,1,10,neutral,1000,1,0.001
truth,50000,40000,0.001,20000,1,10,selected,100,2,0.02
truth,50000,40000,0.001,20000,1,20,neutral,1000,1,0.001
truth,50000,40000,0.001,20000,1,20,selected,100,0,0.0
truth,50000,40000,0.001,50000,0,1,neutral,1000,138,0.138
truth,50000,40000,0.001,50000,0,1,selected,100,33,0.33
truth,50000,40000,0.001,50000,0,3,neutral,1000,7,0.007
truth,50000,40000,0.001,50000,0,3,selected,100,12,0.12
truth,50000,40000,0.001,50000,0,5,neutral,1000,0,0.0
truth,50000,40000,0.001,50000,0,5,selected,100,2,0.02
truth,50000,40000,0.001,50000,0,10,neutral,1000,0,0.0
truth,50000,40000,0.001,50000,0,10,selected,100,0,0.0
truth,50000,40000,0.001,50000,0,20,neutral,1000,0,0.0
truth,50000,40000,0.001,50000,0,20,selected,100,0,0.0
truth,50000,40000,0.001,50000,1,1,neutral,1000,138,0.138
truth,50000,40000,0.001,50000,1,1,selected,100,33,0.33
truth,50000,40000,0.001,50000,1,3,neutral,1000,8,0.008
truth,50000,40000,0.001,50000,1,3,selected,100,12,0.12
truth,50000,40000,0.001,50000,1,5,neutral,1000,1,0.001
truth,50000,40000,0.001,50000,1,5,selected,100,2,0.02
truth,50000,40000,0.001,50000,1,10,neutral,1000,0,0.0
truth,50000,40000,0.001,50000,1,10,selected,100,0,0.0
truth,50000,40000,0.001,50000,1,20,neutral,1000,0,0.0
truth,50000,40000,0.001,50000,1,20,selected,100,0,0.0
truth,50000,50000,0.05,10000,0,1,neutral,1000,1000,1.0
truth,50000,50000,0.05,10000,0,1,selected,100,100,1.0
truth,50000,50000,0.05,10000,0,3,neutral,1000,989,0.989
truth,50000,50000,0.05,10000,0,3,selected,100,100,1.0
truth,50000,50000,0.05,10000,0,5,neutral,1000,939,0.939
truth,50000,50000,0.05,10000,0,5,selected,100,97,0.97
truth,50000,50000,0.05,10000,0,10,neutral,1000,600,0.6
truth,50000,50000,0.05,10000,0,10,selected,100,82,0.82
truth,50000,50000,0.05,10000,0,20,neutral,1000,139,0.139
truth,50000,50000,0.05,10000,0,20,selected,100,37,0.37
truth,50000,50000,0.05,10000,1,1,neutral,1000,1000,1.0
truth,50000,50000,0.05,10000,1,1,selected,100,100,1.0
truth,50000,50000,0.05,10000,1,3,neutral,1000,990,0.99
truth,50000,50000,0.05,10000,1,3,selected,100,100,1.0
truth,50000,50000,0.05,10000,1,5,neutral,1000,950,0.95
truth,50000,50000,0.05,10000,1,5,selected,100,98,0.98
truth,50000,50000,0.05,10000,1,10,neutral,1000,655,0.655
truth,50000,50000,0.05,10000,1,10,selected,100,86,0.86
truth,50000,50000,0.05,10000,1,20,neutral,1000,182,0.182
truth,50000,50000,0.05,10000,1,20,selected,100,38,0.38
truth,50000,50000,0.05,20000,0,1,neutral,1000,999,0.999
truth,50000,50000,0.05,20000,0,1,selected,100,100,1.0
truth,50000,50000,0.05,20000,0,3,neutral,1000,938,0.938
truth,50000,50000,0.05,20000,0,3,selected,100,98,0.98
truth,50000,50000,0.05,20000,0,5,neutral,1000,677,0.677
truth,50000,50000,0.05,20000,0,5,selected,100,86,0.86
truth,50000,50000,0.05,20000,0,10,neutral,1000,174,0.174
truth,50000,50000,0.05,20000,0,10,selected,100,39,0.39
truth,50000,50000,0.05,20000,0,20,neutral,1000,8,0.008
truth,50000,50000,0.05,20000,0,20,selected,100,3,0.03
truth,50000,50000,0.05,20000,1,1,neutral,1000,999,0.999
truth,50000,50000,0.05,20000,1,1,selected,100,100,1.0
truth,50000,50000,0.05,20000,1,3,neutral,1000,949,0.949
truth,50000,50000,0.05,20000,1,3,selected,100,99,0.99
truth,50000,50000,0.05,20000,1,5,neutral,1000,739,0.739
truth,50000,50000,0.05,20000,1,5,selected,100,92,0.92
truth,50000,50000,0.05,20000,1,10,neutral,1000,236,0.236
truth,50000,50000,0.05,20000,1,10,selected,100,44,0.44
truth,50000,50000,0.05,20000,1,20,neutral,1000,15,0.015
truth,50000,50000,0.05,20000,1,20,selected,100,7,0.07
truth,50000,50000,0.05,50000,0,1,neutral,1000,996,0.996
truth,50000,50000,0.05,50000,0,1,selected,100,100,1.0
truth,50000,50000,0.05,50000,0,3,neutral,1000,545,0.545
truth,50000,50000,0.05,50000,0,3,selected,100,82,0.82
truth,50000,50000,0.05,50000,0,5,neutral,1000,153,0.153
truth,50000,50000,0.05,50000,0,5,selected,100,32,0.32
truth,50000,50000,0.05,50000,0,10,neutral,1000,7,0.007
truth,50000,50000,0.05,50000,0,10,selected,100,3,0.03
truth,50000,50000,0.05,50000,0,20,neutral,1000,0,0.0
truth,50000,50000,0.05,50000,0,20,selected,100,0,0.0
truth,50000,50000,0.05,50000,1,1,neutral,1000,996,0.996
truth,50000,50000,0.05,50000,1,1,selected,100,100,1.0
truth,50000,50000,0.05,50000,1,3,neutral,1000,619,0.619
truth,50000,50000,0.05,50000,1,3,selected,100,89,0.89
truth,50000,50000,0.05,50000,1,5,neutral,1000,215,0.215
truth,50000,50000,0.05,50000,1,5,selected,100,38,0.38
truth,50000,50000,0.05,50000,1,10,neutral,1000,10,0.01
truth,50000,50000,0.05,50000,1,10,selected,100,5,0.05
truth,50000,50000,0.05,50000,1,20,neutral,1000,0,0.0
truth,50000,50000,0.05,50000,1,20,selected,100,0,0.0
truth,50000,50000,0.01,10000,0,1,neutral,1000,899,0.899
truth,50000,50000,0.01,10000,0,1,selected,100,98,0.98
truth,50000,50000,0.01,10000,0,3,neutral,1000,649,0.649
truth,50000,50000,0.01,10000,0,3,selected,100,88,0.88
truth,50000,50000,0.01,10000,0,5,neutral,1000,419,0.419
truth,50000,50000,0.01,10000,0,5,selected,100,75,0.75
truth,50000,50000,0.01,10000,0,10,neutral,1000,115,0.115
truth,50000,50000,0.01,10000,0,10,selected,100,43,0.43
truth,50000,50000,0.01,10000,0,20,neutral,1000,12,0.012
truth,50000,50000,0.01,10000,0,20,selected,100,15,0.15
truth,50000,50000,0.01,10000,1,1,neutral,1000,899,0.899
truth,50000,50000,0.01,10000,1,1,selected,100,98,0.98
truth,50000,50000,0.01,10000,1,3,neutral,1000,663,0.663
truth,50000,50000,0.01,10000,1,3,selected,100,90,0.9
truth,50000,50000,0.01,10000,1,5,neutral,1000,463,0.463
truth,50000,50000,0.01,10000,1,5,selected,100,78,0.78
truth,50000,50000,0.01,10000,1,10,neutral,1000,140,0.14
truth,50000,50000,0.01,10000,1,10,selected,100,50,0.5
truth,50000,50000,0.01,10000,1,20,neutral,1000,15,0.015
truth,50000,50000,0.01,10000,1,20,selected,100,17,0.17
truth,50000,50000,0.01,20000,0,1,neutral,1000,853,0.853
truth,50000,50000,0.01,20000,0,1,selected,100,95,0.95
truth,50000,50000,0.01,20000,0,3,neutral,1000,408,0.408
truth,50000,50000,0.01,20000,0,3,selected,100,76,0.76
truth,50000,50000,0.01,20000,0,5,neutral,1000,156,0.156
truth,50000,50000,0.01,20000,0,5,selected,100,51,0.51
truth,50000,50000,0.01,20000,0,10,neutral,1000,18,0.018
truth,50000,50000,0.01,20000,0,10,selected,100,17,0.17
truth,50000,50000,0.01,20000,0,20,neutral,1000,1,0.001
truth,50000,50000,0.01,20000,0,20,selected,100,0,0.0
truth,50000,50000,0.01,20000,1,1,neutral,1000,853,0.853
truth,50000,50000,0.01,20000,1,1,selected,100,95,0.95
truth,50000,50000,0.01,20000,1,3,neutral,1000,444,0.444
truth,50000,50000,0.01,20000,1,3,selected,100,78,0.78
truth,50000,50000,0.01,20000,1,5,neutral,1000,181,0.181
truth,50000,50000,0.01,20000,1,5,selected,100,54,0.54
truth,50000,50000,0.01,20000,1,10,neutral,1000,23,0.023
truth,50000,50000,0.01,20000,1,10,selected,100,20,0.2
truth,50000,50000,0.01,20000,1,20,neutral,1000,1,0.001
truth,50000,50000,0.01,20000,1,20,selected,100,0,0.0
truth,50000,50000,0.01,50000,0,1,neutral,1000,723,0.723
truth,50000,50000,0.01,50000,0,1,selected,100,93,0.93
truth,50000,50000,0.01,50000,0,3,neutral,1000,100,0.1
truth,50000,50000,0.01,50000,0,3,selected,100,34,0.34
truth,50000,50000,0.01,50000,0,5,neutral,1000,9,0.009
truth,50000,50000,0.01,50000,0,5,selected,100,12,0.12
truth,50000,50000,0.01,50000,0,10,neutral,1000,0,0.0
truth,50000,50000,0.01,50000,0,10,selected,100,0,0.0
truth,50000,50000,0.01,50000,0,20,neutral,1000,0,0.0
truth,50000,50000,0.01,50000,0,20,selected,100,0,0.0
truth,50000,50000,0.01,50000,1,1,neutral,1000,723,0.723
truth,50000,50000,0.01,50000,1,1,selected,100,93,0.93
truth,50000,50000,0.01,50000,1,3,neutral,1000,121,0.121
truth,50000,50000,0.01,50000,1,3,selected,100,36,0.36
truth,50000,50000,0.01,50000,1,5,neutral,1000,14,0.014
truth,50000,50000,0.01,50000,1,5,selected,100,17,0.17
truth,50000,50000,0.01,50000,1,10,neutral,1000,0,0.0
truth,50000,50000,0.01,50000,1,10,selected,100,0,0.0
truth,50000,50000,0.01,50000,1,20,neutral,1000,0,0.0
truth,50000,50000,0.01,50000,1,20,selected,100,0,0.0
truth,50000,50000,0.001,10000,0,1,neutral,1000,310,0.31
truth,50000,50000,0.001,10000,0,1,selected,100,68,0.68
truth,50000,50000,0.001,10000,0,3,neutral,1000,110,0.11
truth,50000,50000,0.001,10000,0,3,selected,100,44,0.44
truth,50000,50000,0.001,10000,0,5,neutral,1000,37,0.037
truth,50000,50000,0.001,10000,0,5,selected,100,34,0.34
truth,50000,50000,0.001,10000,0,10,neutral,1000,3,0.003
truth,50000,50000,0.001,10000,0,10,selected,100,15,0.15
truth,50000,50000,0.001,10000,0,20,neutral,1000,1,0.001
truth,50000,50000,0.001,10000,0,20,selected,100,2,0.02
truth,50000,50000,0.001,10000,1,1,neutral,1000,310,0.31
truth,50000,50000,0.001,10000,1,1,selected,100,68,0.68
truth,50000,50000,0.001,10000,1,3,neutral,1000,117,0.117
truth,50000,50000,0.001,10000,1,3,selected,100,46,0.46
truth,50000,50000,0.001,10000,1,5,neutral,1000,49,0.049
truth,50000,50000,0.001,10000,1,5,selected,100,35,0.35
truth,50000,50000,0.001,10000,1,10,neutral,1000,6,0.006
truth,50000,50000,0.001,10000,1,10,selected,100,16,0.16
truth,50000,50000,0.001,10000,1,20,neutral,1000,1,0.001
truth,50000,50000,0.001,10000,1,20,selected,100,2,0.02
truth,50000,50000,0.001,20000,0,1,neutral,1000,246,0.246
truth,50000,50000,0.001,20000,0,1,selected,100,60,0.6
truth,50000,50000,0.001,20000,0,3,neutral,1000,39,0.039
truth,50000,50000,0.001,20000,0,3,selected,100,29,0.29
truth,50000,50000,0.001,20000,0,5,neutral,1000,4,0.004
truth,50000,50000,0.001,20000,0,5,selected,100,18,0.18
truth,50000,50000,0.001,20000,0,10,neutral,1000,1,0.001
truth,50000,50000,0.001,20000,0,10,selected,100,3,0.03
truth,50000,50000,0.001,20000,0,20,neutral,1000,0,0.0
truth,50000,50000,0.001,20000,0,20,selected,100,0,0.0
truth,50000,50000,0.001,20000,1,1,neutral,1000,246,0.246
truth,50000,50000,0.001,20000,1,1,selected,100,60,0.6
truth,50000,50000,0.001,20000,1,3,neutral,1000,43,0.043
truth,50000,50000,0.001,20000,1,3,selected,100,32,0.32
truth,50000,50000,0.001,20000,1,5,neutral,1000,7,0.007
truth,50000,50000,0.001,20000,1,5,selected,100,19,0.19
truth,50000,50000,0.001,20000,1,10,neutral,1000,1,0.001
truth,50000,50000,0.001,20000,1,10,selected,100,4,0.04
truth,50000,50000,0.001,20000,1,20,neutral,1000,0,0.0
truth,50000,50000,0.001,20000,1,20,selected,100,0,0.0
truth,50000,50000,0.001,50000,0,1,neutral,1000,156,0.156
truth,50000,50000,0.001,50000,0,1,selected,100,51,0.51
truth,50000,50000,0.001,50000,0,3,neutral,1000,4,0.004
truth,50000,50000,0.001,50000,0,3,selected,100,11,0.11
truth,50000,50000,0.001,50000,0,5,neutral,1000,0,0.0
truth,50000,50000,0.001,50000,0,5,selected,100,0,0.0
truth,50000,50000,0.001,50000,0,10,neutral,1000,0,0.0
truth,50000,50000,0.001,50000,0,10,selected,100,0,0.0
truth,50000,50000,0.001,50000,0,20,neutral,1000,0,0.0
truth,50000,50000,0.001,50000,0,20,selected,100,0,0.0
truth,50000,50000,0.001,50000,1,1,neutral,1000,156,0.156
truth,50000,50000,0.001,50000,1,1,selected,100,51,0.51
truth,50000,50000,0.001,50000,1,3,neutral,1000,5,0.005
truth,50000,50000,0.001,50000,1,3,selected,100,11,0.11
truth,50000,50000,0.001,50000,1,5,neutral,1000,0,0.0
truth,50000,50000,0.001,50000,1,5,selected,100,0,0.0
truth,50000,50000,0.001,50000,1,10,neutral,1000,0,0.0
truth,50000,50000,0.001,50000,1,10,selected,100,0,0.0
truth,50000,50000,0.001,50000,1,20,neutral,1000,0,0.0
truth,50000,50000,0.001,50000,1,20,selected,100,0,0.0
truth,10000,5000,0.05,10000,0,1,neutral,1000,890,0.89
truth,10000,5000,0.05,10000,0,1,selected,100,80,0.8
truth,10000,5000,0.05,10000,0,3,neutral,1000,803,0.803
truth,10000,5000,0.05,10000,0,3,selected,100,73,0.73
truth,10000,5000,0.05,10000,0,5,neutral,1000,736,0.736
truth,10000,5000,0.05,10000,0,5,selected,100,63,0.63
truth,10000,5000,0.05,10000,0,10,neutral,1000,582,0.582
