arm_id	estimator	threshold_years	replicate_index	observed	percentile	p_value	census_af	n_null
eas_sweep_structured	gamma_smc_frac	4500.0	66	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	67	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	68	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	69	0.07	0.99	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	70	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	71	0.12	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	4500.0	72	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	73	0.1	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	4500.0	74	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	75	0.07	0.99	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	76	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	77	0.0	0.03	1.0		100
eas_sweep_structured	gamma_smc_frac	4500.0	78	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	79	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	80	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	81	0.08	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	82	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	83	0.0	0.03	1.0		100
eas_sweep_structured	gamma_smc_frac	4500.0	84	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	85	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	86	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	87	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	88	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	89	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	90	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	91	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	92	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	93	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	94	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	95	0.07	0.99	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	96	0.07	0.99	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	97	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	98	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	99	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	10000.0	0	0.19	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	1	0.17	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	2	0.14	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	3	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	4	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	5	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	6	0.04	0.4	0.6732673267326733		100
eas_sweep_structured	gamma_smc_frac	10000.0	7	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	8	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	9	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	10	0.29	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	11	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	12	0.08	0.85	0.1782178217821782		100
eas_sweep_structured	gamma_smc_frac	10000.0	13	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	14	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	15	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	16	0.26	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	17	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	18	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	19	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	20	0.15	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	21	0.14	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	22	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	23	0.2	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	24	0.04	0.4	0.6732673267326733		100
eas_sweep_structured	gamma_smc_frac	10000.0	25	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	26	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	27	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	28	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	29	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	30	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	31	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	32	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	33	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	34	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	35	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	36	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	37	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	38	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	39	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	40	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	41	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	42	0.24	1.0	0.009900990099009901		100
