summary_scope	base_specification_id	selection_coefficient	target_allele_frequency	genotype_class	threshold_years	n_paired_replicates	gamma_minus_truth_bias	mae	rmse	aggregation_weighting	pairing_rule
cell	intro_s0p001_af40	0.001	0.4	hom_alt	50000.0	8	-0.19754180035474292	0.19754180035474292	0.21913490762287205	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	1000.0	8	0.012800737899166675	0.012800737899166675	0.014808285905333235	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	4500.0	8	0.02568585728305109	0.028834838820551087	0.03509831779000468	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	10000.0	8	0.0023898986877119513	0.020655472004378603	0.027729211182698613	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	20000.0	8	0.008294394724004655	0.03867602038165325	0.041966091567682225	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	30000.0	8	-0.009800687979230635	0.030896933951259517	0.039036336592142964	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	40000.0	8	-0.04878561712301135	0.04878561712301135	0.055652080240787605	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_ref	50000.0	8	-0.059157418051971625	0.06243296895197162	0.07924357396682229	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	overall	1000.0	8	0.009403105636124998	0.009403105636124998	0.011373354664305214	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	overall	4500.0	8	0.01570665391875	0.01570665391875	0.01864691083515821	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	overall	10000.0	8	0.014899694493749997	0.014899694493749997	0.01806613456726076	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
