demography_id	target_allele_frequency	selection_coefficient	statistic_scope	metric	statistic	threshold_years	n_selected	mean_within_selection_score	median_within_selection_score	sd_within_selection_score	mean_ci95_low	mean_ci95_high	n_nonzero	n_positive	sign_test_p_upper	bootstrap_draws	bootstrap_seed	sign_test_bh_q_upper
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	-0.00285892205818	-0.00072448979592	0.00851194202519	-0.00744794615718	0.00253196170756	6	1	0.984375	2000	1527543301	0.984375
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	-0.00668190263913	-0.00686458333333	0.0153071047248	-0.0158743515842	0.00212066513025	10	4	0.828125	2000	309616173	0.966145833333
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	-0.00676301965699	-0.00839528151685	0.0164499758478	-0.016459686404	0.00278194819009	10	4	0.828125	2000	3956931133	0.966145833333
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	-0.00530319393237	0.0015663962555	0.0186016778721	-0.0167486637429	0.00433911163	10	6	0.376953125	2000	2834867171	0.966145833333
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	-0.00381040820655	-0.0002077036348	0.0194071162303	-0.0148424978	0.00670715770733	10	4	0.828125	2000	3547449953	0.966145833333
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	-0.00058930436951	0.0016898925155	0.0188438341931	-0.0114302067637	0.010596440362	10	5	0.623046875	2000	1677062657	0.966145833333
ancient_eurasia_han_introgression	0.3	0.005	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.0007024273094	-0.0004886363635	0.017595729489	-0.00959107516809	0.010644300772	10	5	0.623046875	2000	662109758	0.966145833333
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	33498.9951228	27034.8539516	22184.3081083	21810.4822054	46593.3427961	10	10	0.0009765625	2000	3188814744	0.0009765625
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.129072473189	0.121329425387	0.141692559776	0.0430315320986	0.214176534547	10	9	0.0107421875	2000	3420607000	0.0107421875
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	-0.00820929222753	0	0.0143168170313	-0.0183265306122	0	3	0	1	2000	2807475252	1
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	0.0127880709343	0	0.0536429747403	-0.0165825255102	0.0450788872609	6	3	0.65625	2000	1249797548	0.91875
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.0247042403034	-0.0202040816327	0.102050142419	-0.0308935546027	0.0868396211482	10	4	0.828125	2000	2008092708	0.966145833333
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.0608482305236	0.033855966629	0.125724656677	-0.0143964465106	0.136982737794	10	6	0.376953125	2000	2803465930	0.65966796875
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.0934019768448	0.0883890577505	0.179620522683	-0.0113672217872	0.198045103365	10	7	0.171875	2000	1266290091	0.401041666667
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.275728038153	0.15	0.3259409925	0.0979398982223	0.477827582226	10	9	0.0107421875	2000	310070806	0.03759765625
ancient_eurasia_han_introgression	0.3	0.01	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.38466158604	0.408333333334	0.318510259349	0.197607383495	0.569129398852	10	9	0.0107421875	2000	1175986325	0.03759765625
ancient_eurasia_han_introgression	0.3	0.01	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	228.28797761	536.46584205	1587.60502781	-695.511127886	1148.75654095	10	7	0.171875	2000	2797262075	0.171875
ancient_eurasia_han_introgression	0.3	0.01	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.00440366168277	0.00229213465041	0.0303675435139	-0.0115554931469	0.0242260905527	10	5	0.623046875	2000	4084552873	0.623046875
ancient_eurasia_han_introgression	0.3	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	-0.00164056771799	-0.000142857142857	0.0180560801289	-0.010963427551	0.0104660111317	6	1	0.984375	2000	2561687637	0.984375
ancient_eurasia_han_introgression	0.3	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	0.00285742766384	9.27051672e-05	0.0249848503131	-0.0106442086443	0.0184326960976	10	5	0.623046875	2000	2583804890	0.726888020833
ancient_eurasia_han_introgression	0.3	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.00158129640393	0.00172745694025	0.0282128542527	-0.0140375614439	0.0209005677422	10	6	0.376953125	2000	3659757684	0.527734375
