source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,200_selected_n,200_selected_called,200_selected_fraction,200_neutral_n,200_neutral_called,200_neutral_fraction,400_selected_n,400_selected_called,400_selected_fraction,400_neutral_n,400_neutral_called,400_neutral_fraction
truth,30000,0.05,20000,1,3,100,94,0.94,1000,935,0.935,100,94,0.94,1000,932,0.932
truth,30000,0.05,20000,1,5,100,86,0.86,1000,782,0.782,100,87,0.87,1000,774,0.774
truth,30000,0.05,50000,0,1,100,100,1.0,1000,987,0.987,100,98,0.98,1000,987,0.987
truth,30000,0.05,50000,0,10,100,9,0.09,1000,25,0.025,100,9,0.09,1000,27,0.027
truth,30000,0.05,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,30000,0.05,50000,0,3,100,81,0.81,1000,619,0.619,100,76,0.76,1000,650,0.65
truth,30000,0.05,50000,0,5,100,49,0.49,1000,254,0.254,100,50,0.5,1000,286,0.286
truth,30000,0.05,50000,1,1,100,100,1.0,1000,987,0.987,100,98,0.98,1000,987,0.987
truth,30000,0.05,50000,1,10,100,12,0.12,1000,46,0.046,100,15,0.15,1000,43,0.043
truth,30000,0.05,50000,1,20,100,2,0.02,1000,0,0.0,100,1,0.01,1000,1,0.001
truth,30000,0.05,50000,1,3,100,84,0.84,1000,678,0.678,100,79,0.79,1000,684,0.684
truth,30000,0.05,50000,1,5,100,54,0.54,1000,322,0.322,100,59,0.59,1000,359,0.359
truth,40000,0.001,10000,0,1,100,40,0.4,1000,283,0.283,100,50,0.5,1000,265,0.265
truth,40000,0.001,10000,0,10,100,5,0.05,1000,6,0.006,100,11,0.11,1000,7,0.007
truth,40000,0.001,10000,0,20,100,0,0.0,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,40000,0.001,10000,0,3,100,24,0.24,1000,108,0.108,100,28,0.28,1000,102,0.102
truth,40000,0.001,10000,0,5,100,15,0.15,1000,37,0.037,100,26,0.26,1000,45,0.045
truth,40000,0.001,10000,1,1,100,40,0.4,1000,283,0.283,100,50,0.5,1000,265,0.265
truth,40000,0.001,10000,1,10,100,5,0.05,1000,8,0.008,100,14,0.14,1000,7,0.007
truth,40000,0.001,10000,1,20,100,0,0.0,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,40000,0.001,10000,1,3,100,24,0.24,1000,111,0.111,100,30,0.3,1000,107,0.107
truth,40000,0.001,10000,1,5,100,16,0.16,1000,44,0.044,100,26,0.26,1000,53,0.053
truth,40000,0.001,20000,0,1,100,38,0.38,1000,232,0.232,100,42,0.42,1000,211,0.211
truth,40000,0.001,20000,0,10,100,0,0.0,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,40000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,40000,0.001,20000,0,3,100,15,0.15,1000,41,0.041,100,26,0.26,1000,48,0.048
truth,40000,0.001,20000,0,5,100,5,0.05,1000,8,0.008,100,14,0.14,1000,13,0.013
truth,40000,0.001,20000,1,1,100,38,0.38,1000,232,0.232,100,42,0.42,1000,211,0.211
truth,40000,0.001,20000,1,10,100,0,0.0,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,40000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,40000,0.001,20000,1,3,100,16,0.16,1000,51,0.051,100,28,0.28,1000,50,0.05
truth,40000,0.001,20000,1,5,100,7,0.07,1000,11,0.011,100,16,0.16,1000,16,0.016
truth,40000,0.001,50000,0,1,100,32,0.32,1000,143,0.143,100,33,0.33,1000,138,0.138
truth,40000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,40000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,40000,0.001,50000,0,3,100,3,0.03,1000,1,0.001,100,12,0.12,1000,7,0.007
truth,40000,0.001,50000,0,5,100,1,0.01,1000,0,0.0,100,2,0.02,1000,0,0.0
truth,40000,0.001,50000,1,1,100,32,0.32,1000,143,0.143,100,33,0.33,1000,138,0.138
truth,40000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,40000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,40000,0.001,50000,1,3,100,5,0.05,1000,3,0.003,100,12,0.12,1000,8,0.008
truth,40000,0.001,50000,1,5,100,1,0.01,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,40000,0.01,10000,0,1,100,94,0.94,1000,886,0.886,100,92,0.92,1000,854,0.854
truth,40000,0.01,10000,0,10,100,28,0.28,1000,163,0.163,100,34,0.34,1000,151,0.151
truth,40000,0.01,10000,0,20,100,8,0.08,1000,21,0.021,100,11,0.11,1000,20,0.02
truth,40000,0.01,10000,0,3,100,76,0.76,1000,643,0.643,100,76,0.76,1000,623,0.623
truth,40000,0.01,10000,0,5,100,63,0.63,1000,454,0.454,100,67,0.67,1000,422,0.422
truth,40000,0.01,10000,1,1,100,94,0.94,1000,886,0.886,100,92,0.92,1000,854,0.854
truth,40000,0.01,10000,1,10,100,30,0.3,1000,183,0.183,100,36,0.36,1000,181,0.181
truth,40000,0.01,10000,1,20,100,9,0.09,1000,26,0.026,100,11,0.11,1000,30,0.03
truth,40000,0.01,10000,1,3,100,78,0.78,1000,661,0.661,100,80,0.8,1000,637,0.637
truth,40000,0.01,10000,1,5,100,66,0.66,1000,490,0.49,100,70,0.7,1000,460,0.46
truth,40000,0.01,20000,0,1,100,89,0.89,1000,839,0.839,100,90,0.9,1000,797,0.797
truth,40000,0.01,20000,0,10,100,11,0.11,1000,28,0.028,100,11,0.11,1000,26,0.026
truth,40000,0.01,20000,0,20,100,1,0.01,1000,1,0.001,100,1,0.01,1000,1,0.001
truth,40000,0.01,20000,0,3,100,64,0.64,1000,448,0.448,100,68,0.68,1000,429,0.429
truth,40000,0.01,20000,0,5,100,31,0.31,1000,197,0.197,100,36,0.36,1000,196,0.196
truth,40000,0.01,20000,1,1,100,89,0.89,1000,839,0.839,100,90,0.9,1000,797,0.797
truth,40000,0.01,20000,1,10,100,11,0.11,1000,39,0.039,100,11,0.11,1000,31,0.031
truth,40000,0.01,20000,1,20,100,1,0.01,1000,2,0.002,100,1,0.01,1000,1,0.001
truth,40000,0.01,20000,1,3,100,64,0.64,1000,481,0.481,100,69,0.69,1000,449,0.449
truth,40000,0.01,20000,1,5,100,38,0.38,1000,226,0.226,100,40,0.4,1000,236,0.236
truth,40000,0.01,50000,0,1,100,82,0.82,1000,713,0.713,100,87,0.87,1000,694,0.694
truth,40000,0.01,50000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,40000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,40000,0.01,50000,0,3,100,24,0.24,1000,129,0.129,100,29,0.29,1000,121,0.121
truth,40000,0.01,50000,0,5,100,8,0.08,1000,20,0.02,100,9,0.09,1000,21,0.021
truth,40000,0.01,50000,1,1,100,82,0.82,1000,713,0.713,100,87,0.87,1000,694,0.694
truth,40000,0.01,50000,1,10,100,0,0.0,1000,0,0.0,100,1,0.01,1000,1,0.001
truth,40000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,40000,0.01,50000,1,3,100,29,0.29,1000,152,0.152,100,32,0.32,1000,141,0.141
truth,40000,0.01,50000,1,5,100,9,0.09,1000,29,0.029,100,11,0.11,1000,27,0.027
truth,40000,0.05,10000,0,1,100,100,1.0,1000,999,0.999,100,100,1.0,1000,1000,1.0
truth,40000,0.05,10000,0,10,100,83,0.83,1000,678,0.678,100,78,0.78,1000,662,0.662
truth,40000,0.05,10000,0,20,100,34,0.34,1000,209,0.209,100,31,0.31,1000,195,0.195
truth,40000,0.05,10000,0,3,100,97,0.97,1000,990,0.99,100,97,0.97,1000,989,0.989
truth,40000,0.05,10000,0,5,100,94,0.94,1000,941,0.941,100,94,0.94,1000,942,0.942
truth,40000,0.05,10000,1,1,100,100,1.0,1000,999,0.999,100,100,1.0,1000,1000,1.0
truth,40000,0.05,10000,1,10,100,85,0.85,1000,730,0.73,100,81,0.81,1000,714,0.714
truth,40000,0.05,10000,1,20,100,40,0.4,1000,256,0.256,100,39,0.39,1000,234,0.234
truth,40000,0.05,10000,1,3,100,98,0.98,1000,992,0.992,100,97,0.97,1000,991,0.991
truth,40000,0.05,10000,1,5,100,94,0.94,1000,951,0.951,100,94,0.94,1000,953,0.953
truth,40000,0.05,20000,0,1,100,100,1.0,1000,999,0.999,100,100,1.0,1000,999,0.999
truth,40000,0.05,20000,0,10,100,38,0.38,1000,247,0.247,100,38,0.38,1000,237,0.237
truth,40000,0.05,20000,0,20,100,5,0.05,1000,18,0.018,100,6,0.06,1000,18,0.018
truth,40000,0.05,20000,0,3,100,94,0.94,1000,938,0.938,100,94,0.94,1000,935,0.935
truth,40000,0.05,20000,0,5,100,85,0.85,1000,746,0.746,100,81,0.81,1000,734,0.734
truth,40000,0.05,20000,1,1,100,100,1.0,1000,999,0.999,100,100,1.0,1000,999,0.999
truth,40000,0.05,20000,1,10,100,46,0.46,1000,312,0.312,100,45,0.45,1000,292,0.292
truth,40000,0.05,20000,1,20,100,10,0.1,1000,29,0.029,100,11,0.11,1000,26,0.026
truth,40000,0.05,20000,1,3,100,94,0.94,1000,945,0.945,100,94,0.94,1000,945,0.945
truth,40000,0.05,20000,1,5,100,88,0.88,1000,793,0.793,100,86,0.86,1000,779,0.779
truth,40000,0.05,50000,0,1,100,100,1.0,1000,993,0.993,100,100,1.0,1000,990,0.99
truth,40000,0.05,50000,0,10,100,4,0.04,1000,12,0.012,100,4,0.04,1000,8,0.008
truth,40000,0.05,50000,0,20,100,1,0.01,1000,0,0.0,100,1,0.01,1000,0,0.0
truth,40000,0.05,50000,0,3,100,76,0.76,1000,615,0.615,100,70,0.7,1000,619,0.619
truth,40000,0.05,50000,0,5,100,31,0.31,1000,232,0.232,100,35,0.35,1000,200,0.2
truth,40000,0.05,50000,1,1,100,100,1.0,1000,993,0.993,100,100,1.0,1000,990,0.99
truth,40000,0.05,50000,1,10,100,8,0.08,1000,20,0.02,100,8,0.08,1000,27,0.027
truth,40000,0.05,50000,1,20,100,1,0.01,1000,1,0.001,100,1,0.01,1000,1,0.001
truth,40000,0.05,50000,1,3,100,79,0.79,1000,673,0.673,100,78,0.78,1000,679,0.679
truth,40000,0.05,50000,1,5,100,44,0.44,1000,290,0.29,100,47,0.47,1000,266,0.266
truth,5000,0.001,10000,0,1,100,14,0.14,1000,105,0.105,100,7,0.07,1000,107,0.107
truth,5000,0.001,10000,0,10,100,0,0.0,1000,9,0.009,100,1,0.01,1000,15,0.015
truth,5000,0.001,10000,0,20,100,0,0.0,1000,6,0.006,100,1,0.01,1000,5,0.005
truth,5000,0.001,10000,0,3,100,6,0.06,1000,60,0.06,100,3,0.03,1000,54,0.054
truth,5000,0.001,10000,0,5,100,5,0.05,1000,36,0.036,100,2,0.02,1000,32,0.032
truth,5000,0.001,10000,1,1,100,14,0.14,1000,105,0.105,100,7,0.07,1000,107,0.107
truth,5000,0.001,10000,1,10,100,0,0.0,1000,10,0.01,100,2,0.02,1000,17,0.017
truth,5000,0.001,10000,1,20,100,0,0.0,1000,6,0.006,100,1,0.01,1000,6,0.006
truth,5000,0.001,10000,1,3,100,7,0.07,1000,64,0.064,100,3,0.03,1000,61,0.061
truth,5000,0.001,10000,1,5,100,5,0.05,1000,39,0.039,100,3,0.03,1000,33,0.033
truth,5000,0.001,20000,0,1,100,11,0.11,1000,95,0.095,100,6,0.06,1000,94,0.094
truth,5000,0.001,20000,0,10,100,0,0.0,1000,6,0.006,100,1,0.01,1000,6,0.006
truth,5000,0.001,20000,0,20,100,0,0.0,1000,2,0.002,100,0,0.0,1000,0,0.0
truth,5000,0.001,20000,0,3,100,5,0.05,1000,35,0.035,100,3,0.03,1000,31,0.031
truth,5000,0.001,20000,0,5,100,2,0.02,1000,12,0.012,100,3,0.03,1000,18,0.018
truth,5000,0.001,20000,1,1,100,11,0.11,1000,95,0.095,100,6,0.06,1000,94,0.094
truth,5000,0.001,20000,1,10,100,0,0.0,1000,6,0.006,100,1,0.01,1000,8,0.008
truth,5000,0.001,20000,1,20,100,0,0.0,1000,3,0.003,100,0,0.0,1000,0,0.0
truth,5000,0.001,20000,1,3,100,5,0.05,1000,39,0.039,100,3,0.03,1000,36,0.036
truth,5000,0.001,20000,1,5,100,2,0.02,1000,15,0.015,100,3,0.03,1000,21,0.021
truth,5000,0.001,50000,0,1,100,11,0.11,1000,72,0.072,100,4,0.04,1000,71,0.071
truth,5000,0.001,50000,0,10,100,0,0.0,1000,1,0.001,100,0,0.0,1000,0,0.0
truth,5000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,5000,0.001,50000,0,3,100,1,0.01,1000,11,0.011,100,2,0.02,1000,14,0.014
truth,5000,0.001,50000,0,5,100,0,0.0,1000,5,0.005,100,1,0.01,1000,3,0.003
truth,5000,0.001,50000,1,1,100,11,0.11,1000,72,0.072,100,4,0.04,1000,71,0.071
truth,5000,0.001,50000,1,10,100,0,0.0,1000,2,0.002,100,0,0.0,1000,0,0.0
truth,5000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,5000,0.001,50000,1,3,100,1,0.01,1000,13,0.013,100,2,0.02,1000,14,0.014
truth,5000,0.001,50000,1,5,100,0,0.0,1000,6,0.006,100,1,0.01,1000,5,0.005
truth,5000,0.01,10000,0,1,100,43,0.43,1000,454,0.454,100,31,0.31,1000,461,0.461
truth,5000,0.01,10000,0,10,100,18,0.18,1000,158,0.158,100,9,0.09,1000,168,0.168
truth,5000,0.01,10000,0,20,100,10,0.1,1000,67,0.067,100,4,0.04,1000,75,0.075
truth,5000,0.01,10000,0,3,100,33,0.33,1000,346,0.346,100,20,0.2,1000,337,0.337
truth,5000,0.01,10000,0,5,100,29,0.29,1000,270,0.27,100,16,0.16,1000,275,0.275
truth,5000,0.01,10000,1,1,100,43,0.43,1000,454,0.454,100,31,0.31,1000,461,0.461
truth,5000,0.01,10000,1,10,100,18,0.18,1000,168,0.168,100,9,0.09,1000,186,0.186
truth,5000,0.01,10000,1,20,100,10,0.1,1000,78,0.078,100,4,0.04,1000,86,0.086
truth,5000,0.01,10000,1,3,100,35,0.35,1000,354,0.354,100,20,0.2,1000,353,0.353
truth,5000,0.01,10000,1,5,100,29,0.29,1000,279,0.279,100,17,0.17,1000,287,0.287
truth,5000,0.01,20000,0,1,100,42,0.42,1000,435,0.435,100,30,0.3,1000,427,0.427
truth,5000,0.01,20000,0,10,100,11,0.11,1000,77,0.077,100,4,0.04,1000,83,0.083
truth,5000,0.01,20000,0,20,100,3,0.03,1000,16,0.016,100,1,0.01,1000,18,0.018
truth,5000,0.01,20000,0,3,100,28,0.28,1000,264,0.264,100,17,0.17,1000,275,0.275
truth,5000,0.01,20000,0,5,100,19,0.19,1000,176,0.176,100,11,0.11,1000,188,0.188
truth,5000,0.01,20000,1,1,100,42,0.42,1000,435,0.435,100,30,0.3,1000,427,0.427
truth,5000,0.01,20000,1,10,100,12,0.12,1000,97,0.097,100,5,0.05,1000,99,0.099
truth,5000,0.01,20000,1,20,100,4,0.04,1000,21,0.021,100,2,0.02,1000,22,0.022
truth,5000,0.01,20000,1,3,100,29,0.29,1000,276,0.276,100,17,0.17,1000,291,0.291
truth,5000,0.01,20000,1,5,100,22,0.22,1000,187,0.187,100,12,0.12,1000,205,0.205
truth,5000,0.01,50000,0,1,100,36,0.36,1000,372,0.372,100,24,0.24,1000,380,0.38
truth,5000,0.01,50000,0,10,100,2,0.02,1000,12,0.012,100,0,0.0,1000,12,0.012
truth,5000,0.01,50000,0,20,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
truth,5000,0.01,50000,0,3,100,16,0.16,1000,147,0.147,100,8,0.08,1000,155,0.155
truth,5000,0.01,50000,0,5,100,9,0.09,1000,70,0.07,100,4,0.04,1000,74,0.074
truth,5000,0.01,50000,1,1,100,36,0.36,1000,372,0.372,100,24,0.24,1000,380,0.38
truth,5000,0.01,50000,1,10,100,2,0.02,1000,21,0.021,100,0,0.0,1000,16,0.016
truth,5000,0.01,50000,1,20,100,0,0.0,1000,2,0.002,100,0,0.0,1000,2,0.002
truth,5000,0.01,50000,1,3,100,17,0.17,1000,155,0.155,100,10,0.1,1000,166,0.166
truth,5000,0.01,50000,1,5,100,10,0.1,1000,84,0.084,100,4,0.04,1000,84,0.084
truth,5000,0.05,10000,0,1,100,83,0.83,1000,873,0.873,100,84,0.84,1000,890,0.89
truth,5000,0.05,10000,0,10,100,53,0.53,1000,546,0.546,100,42,0.42,1000,582,0.582
truth,5000,0.05,10000,0,20,100,33,0.33,1000,352,0.352,100,22,0.22,1000,372,0.372
truth,5000,0.05,10000,0,3,100,72,0.72,1000,791,0.791,100,72,0.72,1000,803,0.803
truth,5000,0.05,10000,0,5,100,69,0.69,1000,706,0.706,100,63,0.63,1000,736,0.736
truth,5000,0.05,10000,1,1,100,83,0.83,1000,873,0.873,100,84,0.84,1000,890,0.89
truth,5000,0.05,10000,1,10,100,57,0.57,1000,570,0.57,100,44,0.44,1000,599,0.599
truth,5000,0.05,10000,1,20,100,35,0.35,1000,377,0.377,100,27,0.27,1000,398,0.398
truth,5000,0.05,10000,1,3,100,72,0.72,1000,797,0.797,100,73,0.73,1000,807,0.807
truth,5000,0.05,10000,1,5,100,69,0.69,1000,714,0.714,100,65,0.65,1000,744,0.744
truth,5000,0.05,20000,0,1,100,81,0.81,1000,862,0.862,100,81,0.81,1000,862,0.862
truth,5000,0.05,20000,0,10,100,37,0.37,1000,371,0.371,100,26,0.26,1000,390,0.39
truth,5000,0.05,20000,0,20,100,15,0.15,1000,144,0.144,100,7,0.07,1000,138,0.138
truth,5000,0.05,20000,0,3,100,68,0.68,1000,702,0.702,100,63,0.63,1000,725,0.725
truth,5000,0.05,20000,0,5,100,57,0.57,1000,576,0.576,100,45,0.45,1000,606,0.606
truth,5000,0.05,20000,1,1,100,81,0.81,1000,862,0.862,100,81,0.81,1000,862,0.862
truth,5000,0.05,20000,1,10,100,37,0.37,1000,398,0.398,100,30,0.3,1000,428,0.428
truth,5000,0.05,20000,1,20,100,18,0.18,1000,172,0.172,100,8,0.08,1000,168,0.168
truth,5000,0.05,20000,1,3,100,68,0.68,1000,716,0.716,100,64,0.64,1000,738,0.738
truth,5000,0.05,20000,1,5,100,59,0.59,1000,601,0.601,100,46,0.46,1000,627,0.627
truth,5000,0.05,50000,0,1,100,75,0.75,1000,808,0.808,100,74,0.74,1000,826,0.826
truth,5000,0.05,50000,0,10,100,12,0.12,1000,109,0.109,100,5,0.05,1000,110,0.11
truth,5000,0.05,50000,0,20,100,0,0.0,1000,19,0.019,100,0,0.0,1000,15,0.015
truth,5000,0.05,50000,0,3,100,51,0.51,1000,524,0.524,100,40,0.4,1000,555,0.555
truth,5000,0.05,50000,0,5,100,35,0.35,1000,346,0.346,100,25,0.25,1000,379,0.379
truth,5000,0.05,50000,1,1,100,75,0.75,1000,808,0.808,100,74,0.74,1000,826,0.826
truth,5000,0.05,50000,1,10,100,14,0.14,1000,138,0.138,100,7,0.07,1000,139,0.139
truth,5000,0.05,50000,1,20,100,0,0.0,1000,27,0.027,100,0,0.0,1000,21,0.021
truth,5000,0.05,50000,1,3,100,54,0.54,1000,559,0.559,100,42,0.42,1000,576,0.576
truth,5000,0.05,50000,1,5,100,37,0.37,1000,387,0.387,100,27,0.27,1000,417,0.417
truth,50000,0.001,10000,0,1,100,74,0.74,1000,341,0.341,100,68,0.68,1000,310,0.31
truth,50000,0.001,10000,0,10,100,9,0.09,1000,5,0.005,100,15,0.15,1000,3,0.003
truth,50000,0.001,10000,0,20,100,0,0.0,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,50000,0.001,10000,0,3,100,47,0.47,1000,95,0.095,100,44,0.44,1000,110,0.11
truth,50000,0.001,10000,0,5,100,35,0.35,1000,24,0.024,100,34,0.34,1000,37,0.037
truth,50000,0.001,10000,1,1,100,74,0.74,1000,341,0.341,100,68,0.68,1000,310,0.31
truth,50000,0.001,10000,1,10,100,9,0.09,1000,6,0.006,100,16,0.16,1000,6,0.006
truth,50000,0.001,10000,1,20,100,0,0.0,1000,0,0.0,100,2,0.02,1000,1,0.001
truth,50000,0.001,10000,1,3,100,49,0.49,1000,105,0.105,100,46,0.46,1000,117,0.117
truth,50000,0.001,10000,1,5,100,36,0.36,1000,31,0.031,100,35,0.35,1000,49,0.049
truth,50000,0.001,20000,0,1,100,68,0.68,1000,271,0.271,100,60,0.6,1000,246,0.246
truth,50000,0.001,20000,0,10,100,1,0.01,1000,0,0.0,100,3,0.03,1000,1,0.001
truth,50000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,20000,0,3,100,28,0.28,1000,25,0.025,100,29,0.29,1000,39,0.039
truth,50000,0.001,20000,0,5,100,12,0.12,1000,6,0.006,100,18,0.18,1000,4,0.004
truth,50000,0.001,20000,1,1,100,68,0.68,1000,271,0.271,100,60,0.6,1000,246,0.246
truth,50000,0.001,20000,1,10,100,1,0.01,1000,0,0.0,100,4,0.04,1000,1,0.001
truth,50000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,20000,1,3,100,28,0.28,1000,33,0.033,100,32,0.32,1000,43,0.043
truth,50000,0.001,20000,1,5,100,12,0.12,1000,9,0.009,100,19,0.19,1000,7,0.007
truth,50000,0.001,50000,0,1,100,62,0.62,1000,159,0.159,100,51,0.51,1000,156,0.156
truth,50000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,50000,0,3,100,8,0.08,1000,2,0.002,100,11,0.11,1000,4,0.004
truth,50000,0.001,50000,0,5,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,50000,1,1,100,62,0.62,1000,159,0.159,100,51,0.51,1000,156,0.156
truth,50000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.001,50000,1,3,100,8,0.08,1000,4,0.004,100,11,0.11,1000,5,0.005
truth,50000,0.001,50000,1,5,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.01,10000,0,1,100,98,0.98,1000,915,0.915,100,98,0.98,1000,899,0.899
truth,50000,0.01,10000,0,10,100,46,0.46,1000,118,0.118,100,43,0.43,1000,115,0.115
truth,50000,0.01,10000,0,20,100,13,0.13,1000,11,0.011,100,15,0.15,1000,12,0.012
truth,50000,0.01,10000,0,3,100,90,0.9,1000,653,0.653,100,88,0.88,1000,649,0.649
truth,50000,0.01,10000,0,5,100,77,0.77,1000,427,0.427,100,75,0.75,1000,419,0.419
truth,50000,0.01,10000,1,1,100,98,0.98,1000,915,0.915,100,98,0.98,1000,899,0.899
truth,50000,0.01,10000,1,10,100,52,0.52,1000,134,0.134,100,50,0.5,1000,140,0.14
truth,50000,0.01,10000,1,20,100,13,0.13,1000,13,0.013,100,17,0.17,1000,15,0.015
truth,50000,0.01,10000,1,3,100,91,0.91,1000,684,0.684,100,90,0.9,1000,663,0.663
truth,50000,0.01,10000,1,5,100,80,0.8,1000,464,0.464,100,78,0.78,1000,463,0.463
truth,50000,0.01,20000,0,1,100,98,0.98,1000,874,0.874,100,95,0.95,1000,853,0.853
truth,50000,0.01,20000,0,10,100,13,0.13,1000,16,0.016,100,17,0.17,1000,18,0.018
truth,50000,0.01,20000,0,20,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
truth,50000,0.01,20000,0,3,100,79,0.79,1000,411,0.411,100,76,0.76,1000,408,0.408
truth,50000,0.01,20000,0,5,100,52,0.52,1000,150,0.15,100,51,0.51,1000,156,0.156
truth,50000,0.01,20000,1,1,100,98,0.98,1000,874,0.874,100,95,0.95,1000,853,0.853
truth,50000,0.01,20000,1,10,100,16,0.16,1000,23,0.023,100,20,0.2,1000,23,0.023
truth,50000,0.01,20000,1,20,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
truth,50000,0.01,20000,1,3,100,80,0.8,1000,438,0.438,100,78,0.78,1000,444,0.444
truth,50000,0.01,20000,1,5,100,56,0.56,1000,179,0.179,100,54,0.54,1000,181,0.181
truth,50000,0.01,50000,0,1,100,94,0.94,1000,755,0.755,100,93,0.93,1000,723,0.723
truth,50000,0.01,50000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.01,50000,0,3,100,37,0.37,1000,99,0.099,100,34,0.34,1000,100,0.1
truth,50000,0.01,50000,0,5,100,9,0.09,1000,9,0.009,100,12,0.12,1000,9,0.009
truth,50000,0.01,50000,1,1,100,94,0.94,1000,755,0.755,100,93,0.93,1000,723,0.723
truth,50000,0.01,50000,1,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,50000,0.01,50000,1,3,100,40,0.4,1000,124,0.124,100,36,0.36,1000,121,0.121
truth,50000,0.01,50000,1,5,100,13,0.13,1000,15,0.015,100,17,0.17,1000,14,0.014
truth,50000,0.05,10000,0,1,100,100,1.0,1000,1000,1.0,100,100,1.0,1000,1000,1.0
truth,50000,0.05,10000,0,10,100,82,0.82,1000,603,0.603,100,82,0.82,1000,600,0.6
truth,50000,0.05,10000,0,20,100,34,0.34,1000,137,0.137,100,37,0.37,1000,139,0.139
truth,50000,0.05,10000,0,3,100,100,1.0,1000,994,0.994,100,100,1.0,1000,989,0.989
truth,50000,0.05,10000,0,5,100,100,1.0,1000,944,0.944,100,97,0.97,1000,939,0.939
truth,50000,0.05,10000,1,1,100,100,1.0,1000,1000,1.0,100,100,1.0,1000,1000,1.0
truth,50000,0.05,10000,1,10,100,88,0.88,1000,679,0.679,100,86,0.86,1000,655,0.655
truth,50000,0.05,10000,1,20,100,36,0.36,1000,173,0.173,100,38,0.38,1000,182,0.182
truth,50000,0.05,10000,1,3,100,100,1.0,1000,997,0.997,100,100,1.0,1000,990,0.99
truth,50000,0.05,10000,1,5,100,100,1.0,1000,959,0.959,100,98,0.98,1000,950,0.95
truth,50000,0.05,20000,0,1,100,100,1.0,1000,1000,1.0,100,100,1.0,1000,999,0.999
truth,50000,0.05,20000,0,10,100,39,0.39,1000,175,0.175,100,39,0.39,1000,174,0.174
truth,50000,0.05,20000,0,20,100,4,0.04,1000,8,0.008,100,3,0.03,1000,8,0.008
truth,50000,0.05,20000,0,3,100,98,0.98,1000,942,0.942,100,98,0.98,1000,938,0.938
truth,50000,0.05,20000,0,5,100,88,0.88,1000,707,0.707,100,86,0.86,1000,677,0.677
truth,50000,0.05,20000,1,1,100,100,1.0,1000,1000,1.0,100,100,1.0,1000,999,0.999
truth,50000,0.05,20000,1,10,100,39,0.39,1000,238,0.238,100,44,0.44,1000,236,0.236
truth,50000,0.05,20000,1,20,100,6,0.06,1000,14,0.014,100,7,0.07,1000,15,0.015
truth,50000,0.05,20000,1,3,100,98,0.98,1000,956,0.956,100,99,0.99,1000,949,0.949
