demography_id	target_allele_frequency	statistic_scope	metric	statistic	threshold_years	selection_coefficient	n_selected	n_neutral	mean_selected_score	mean_neutral_score	mean_selected_minus_neutral	mean_difference_ci95_low	mean_difference_ci95_high	roc_auc	roc_auc_ci95_low	roc_auc_ci95_high	bootstrap_draws	bootstrap_seed	difference_bootstrap_seed	mann_whitney_u	mann_whitney_p_upper	mean_unit_label_permutation_p_upper	auc_unit_label_permutation_p_upper	unit_label_permutation_draws	unit_label_permutation_seed	mean_unit_label_permutation_exceedances	auc_unit_label_permutation_exceedances	unit_label_permutation_method	unit_label_permutation_family	neutral_bank_scope	mann_whitney_bh_q_upper	mann_whitney_global_bh_q_upper	mean_unit_label_permutation_bh_q_upper	mean_unit_label_permutation_global_bh_q_upper	auc_unit_label_permutation_bh_q_upper	auc_unit_label_permutation_global_bh_q_upper
ancient_eurasia_han_introgression	0.1	focal_nearest	normalized_cdf_area	cdf_area_overall	0	0.01	10	100	0.0852825977288	0.0909937439166	-0.00571114618782	-0.0299022735717	0.0203236522175	0.427	0.221975	0.64605	2000	1642778673	1495001498	427	0.777630915094	0.6896	0.7752	9999	271718307	6895	7751	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.777630915094	0.993616482091	0.6896	0.9982	0.7752	0.9951
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	1000	0.005	10	100	1.44368799943e-09	1.13928750387e-08	-9.94918703923e-09	-3.01085503249e-08	2.62491526423e-09	0.509	0.341975	0.669	2000	583579226	2799884437	509	0.464787808576	0.3269	0.4711	9999	291340262	3268	4710	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	1000	0.01	10	100	1.39086425935e-42	1.13928750387e-08	-1.13928750387e-08	-3.06035033334e-08	-1.5780654179e-15	0.477	0.304	0.646025	2000	2370769197	1764167373	477	0.596516775298	1	0.5947	9999	271718307	9999	5946	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	4500	0.005	10	100	1.55946860858e-07	3.29547713134e-06	-3.13953027048e-06	-9.45159751658e-06	2.70565155748e-07	0.505	0.344	0.672	2000	1534046830	4190230883	505	0.481340788923	0.3269	0.4855	9999	291340262	3268	4854	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	4500	0.01	10	100	6.74998111944e-32	3.29547713134e-06	-3.29547713134e-06	-9.14854738102e-06	-4.12216750425e-12	0.471	0.298975	0.631	2000	1964562491	4265961102	471	0.620474181168	1	0.6169	9999	271718307	9999	6168	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	10000	0.005	10	100	1.80033941114e-06	5.45635675437e-05	-5.27632281325e-05	-0.000160197349272	2.48641418215e-06	0.505	0.351	0.673	2000	2522166134	3720386735	505	0.481340788923	0.2885	0.485	9999	291340262	2884	4849	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	10000	0.01	10	100	2.95347564592e-26	5.45635675437e-05	-5.45635675437e-05	-0.000155727379721	-2.71578522701e-10	0.47	0.305975	0.634	2000	3905486729	2658899624	470	0.624425204496	1	0.6239	9999	271718307	9999	6238	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	20000	0.005	10	100	1.42263948619e-05	0.000323048020239	-0.000308821625377	-0.000882822566306	2.35125606579e-05	0.502	0.333	0.677	2000	1756024415	1896815289	502	0.493778245762	0.2885	0.4971	9999	291340262	2884	4970	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	20000	0.01	10	100	2.07605890022e-21	0.000323048020239	-0.000323048020239	-0.000921054267828	-1.04141988988e-08	0.468	0.31095	0.63205	2000	1200751575	2857909101	468	0.632287851281	1	0.634	9999	271718307	9999	6339	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	30000	0.005	10	100	4.56109763003e-05	0.000605341793969	-0.000559730817669	-0.00163565613391	7.48266566424e-05	0.499	0.329	0.664	2000	1104462494	873766325	499	0.506221754238	0.2918	0.5084	9999	291340262	2917	5083	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	30000	0.01	10	100	1.29290856168e-18	0.000605341793969	-0.000605341793969	-0.00170145808166	-1.04662148623e-07	0.462	0.301	0.622	2000	2130647491	3924014706	462	0.655533666309	1	0.657	9999	271718307	9999	6569	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	40000	0.005	10	100	0.000101136792393	0.000811245198061	-0.000710108405669	-0.00211794607521	0.00016592488798	0.498	0.34	0.675	2000	536029183	3583792413	498	0.510368843111	0.2955	0.5133	9999	291340262	2954	5132	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	40000	0.01	10	100	1.16153194223e-16	0.000811245198061	-0.000811245198061	-0.00214675121571	-1.47516151022e-06	0.456	0.307975	0.605025	2000	2628226198	706356039	456	0.678206336487	1	0.6789	9999	271718307	9999	6788	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	50000	0.005	10	100	0.000183352937597	0.00100032938228	-0.000816976444684	-0.00247451748006	0.000285238998347	0.5	0.339	0.671025	2000	4104454751	846888299	500	0.502073992815	0.3146	0.5061	9999	291340262	3145	5060	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.510368843111	0.790412275428	0.3269	0.742151351351	0.5133	0.79095
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	50000	0.01	10	100	3.61055021014e-15	0.00100032938228	-0.00100032938228	-0.00273360869329	-2.04416677509e-05	0.455	0.289975	0.613025	2000	2999807925	1150184807	455	0.681924256415	1	0.6839	9999	271718307	9999	6838	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.681924256415	0.82044635436	1	1	0.6839	0.814909090909
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	1000	0.005	10	100	0.0348241031058	0.110417856515	-0.0755937534095	-0.109609586874	-0.0436051239536	0.366	0.218925	0.518	2000	2088587979	3386805745	366	0.919013173358	0.9666	0.9159	9999	291340262	9665	9158	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.933508173766	0.999254521071	0.9666	0.9993	0.9293	0.9998
