scheme,source,method,alpha,onset_years,selected_called,selected_n,neutral_called,neutral_n,power,neutral_call_fraction,power_low,power_high,neutral_low,neutral_high,fdr_prevalence_0.5,f1_prevalence_0.5,fdr_prevalence_0.1,f1_prevalence_0.1,fdr_prevalence_0.01,f1_prevalence_0.01
archaic_sites,decoded,contrast_g50_r1_T30000,0.1,50000,15,100,86,1000,0.15,0.086,0.0930598528365663,0.23283559590832364,0.07016852477576035,0.10500003125027926,0.3644067796610169,0.24271844660194175,0.8376623376623377,0.15592515592515593,0.9826869806094183,0.031043046357615896
archaic_sites,decoded,contrast_g50_r1_T40000,0.01,50000,4,100,9,1000,0.04,0.009,0.01566330399154762,0.0983707143588792,0.004742060667477063,0.01701581616533807,0.18367346938775508,0.07626310772163966,0.6694214876033058,0.07136485280999108,0.9570354457572503,0.041429311237700675
archaic_sites,decoded,contrast_g50_r1_T40000,0.05,50000,6,100,45,1000,0.06,0.045,0.027786123963188192,0.1247681544589592,0.03379951228563171,0.059682837936223455,0.42857142857142855,0.1085972850678733,0.8709677419354839,0.08191126279863481,0.9867109634551494,0.021758839528558477
archaic_sites,decoded,contrast_g50_r1_T40000,0.1,50000,11,100,102,1000,0.11,0.102,0.06254196357064568,0.18631296503080313,0.08473913518484719,0.12230696456965467,0.4811320754716981,0.1815181518151815,0.8929961089494164,0.10848126232741619,0.9892241379310345,0.01962883654532477
archaic_sites,decoded,contrast_g50_r1_T5000,0.01,50000,2,100,11,1000,0.02,0.011,0.00550196755016235,0.07001179072854388,0.006153174098086638,0.019589395700786275,0.3548387096774193,0.038797284190106696,0.8319327731092436,0.035746201966041107,0.9819657348963029,0.01896633475580844
archaic_sites,decoded,contrast_g50_r1_T5000,0.05,50000,6,100,51,1000,0.06,0.051,0.027786123963188192,0.1247681544589592,0.03900094277526684,0.06643548634476165,0.4594594594594595,0.10801080108010801,0.8843930635838151,0.07899934167215272,0.9882560187903698,0.019643149451628747
archaic_sites,decoded,contrast_g50_r1_T5000,0.1,50000,13,100,110,1000,0.13,0.11,0.07757167427240512,0.20980351440076428,0.09207937267185709,0.1309054989468759,0.45833333333333337,0.20967741935483872,0.8839285714285714,0.12264150943396228,0.9882032667876588,0.021630615640599003
archaic_sites,decoded,contrast_g50_r1_T50000,0.01,50000,9,100,8,1000,0.09,0.008,0.04807254000256516,0.1622621285271631,0.004059195818806103,0.015706334530980144,0.08163265306122448,0.16393442622950818,0.44444444444444453,0.15490533562822717,0.8979591836734694,0.09564293304994685
archaic_sites,decoded,contrast_g50_r1_T50000,0.05,50000,14,100,45,1000,0.14,0.045,0.08526343659939134,0.22137188210963837,0.03379951228563171,0.059682837936223455,0.24324324324324323,0.23628691983122363,0.7431192660550459,0.18122977346278316,0.969532100108814,0.05004468275245756
archaic_sites,decoded,contrast_g50_r1_T50000,0.1,50000,18,100,95,1000,0.18,0.095,0.1170022549894635,0.2666735838630073,0.07834523457904741,0.11475443979425223,0.3454545454545454,0.2823529411764706,0.8260869565217391,0.17690417690417687,0.9812206572769954,0.03401039206424185
archaic_sites,decoded,joint_g0_r1_T10000,0.01,50000,32,100,8,1000,0.32,0.008,0.23669147324999093,0.41662618610452384,0.004059195818806103,0.015706334530980144,0.024390243902439025,0.4819277108433735,0.1836734693877551,0.4597701149425287,0.7122302158273381,0.30303030303030304
archaic_sites,decoded,joint_g0_r1_T10000,0.05,50000,57,100,49,1000,0.57,0.049,0.47215389549212305,0.6626670147588988,0.037261034647360615,0.06419070150661013,0.0791599353796446,0.7041383570105003,0.4362017804154303,0.5668821481849825,0.8948533480907582,0.17754243887244975
archaic_sites,decoded,joint_g0_r1_T10000,0.1,50000,69,100,104,1000,0.69,0.104,0.5937394428051057,0.7722030278762395,0.08657102809826807,0.12445976462229157,0.1309823677581864,0.7692307692307692,0.5756457564575647,0.5255140898705255,0.937192790824686,0.11513432337727349
archaic_sites,decoded,joint_g0_r1_T20000,0.01,50000,49,100,10,1000,0.49,0.01,0.3942199893044113,0.5865198806597283,0.005440754445529249,0.018309468870314774,0.02,0.6533333333333333,0.15517241379310345,0.620253164556962,0.668918918918919,0.39516129032258057
archaic_sites,decoded,joint_g0_r1_T20000,0.05,50000,72,100,46,1000,0.72,0.046,0.6251197129007884,0.7986031478881379,0.03466249276326498,0.06081220394161907,0.06005221932114882,0.8154020385050962,0.36507936507936506,0.6747891283973757,0.8634812286689421,0.22951864839018174
archaic_sites,decoded,joint_g0_r1_T20000,0.1,50000,84,100,101,1000,0.84,0.101,0.7557973061072976,0.8990471151119521,0.08382401065239914,0.12122974261907385,0.10733262486716261,0.8655332302936631,0.5197255574614066,0.6111313204801746,0.9225020758372543,0.1419038770166399
archaic_sites,decoded,joint_g0_r1_T30000,0.01,50000,55,100,13,1000,0.55,0.013,0.45244602997442135,0.6438546202048803,0.0076128203893510256,0.022114442375579666,0.02309058614564831,0.7037747920665388,0.17541229385307344,0.6598680263947211,0.7005988023952096,0.3877335213253437
archaic_sites,decoded,joint_g0_r1_T30000,0.05,50000,81,100,50,1000,0.81,0.05,0.7222115462093562,0.8748524849023126,0.03813026239274882,0.06531382024425081,0.05813953488372093,0.8709677419354839,0.3571428571428571,0.7168141592920354,0.859375,0.23964497041420119
archaic_sites,decoded,joint_g0_r1_T30000,0.1,50000,87,100,101,1000,0.87,0.101,0.7901964855992357,0.9224283257275948,0.08382401065239914,0.12122974261907385,0.10401647785787849,0.882800608828006,0.5109612141652614,0.6261245052177042,0.9199558377035606,0.14660038756424296
archaic_sites,decoded,joint_g0_r1_T40000,0.01,50000,59,100,12,1000,0.59,0.012,0.4920143005341078,0.6813268697886348,0.006877647806403522,0.02085726847549828,0.01993355481727575,0.7365792759051186,0.15472779369627507,0.6949352179034157,0.6681664791901012,0.4247660187185025
archaic_sites,decoded,joint_g0_r1_T40000,0.05,50000,78,100,48,1000,0.78,0.048,0.6892964648501421,0.8499871761539459,0.036393301020807914,0.06306608865013393,0.05797101449275362,0.8533916849015317,0.3564356435643564,0.7052441229656421,0.8590021691973969,0.23882424984690753
archaic_sites,decoded,joint_g0_r1_T40000,0.1,50000,88,100,100,1000,0.88,0.1,0.8018790057328857,0.9300059356298052,0.08290944359309571,0.1201519631953484,0.10204081632653061,0.888888888888889,0.5056179775280899,0.6330935251798562,0.9183673469387755,0.1494057724957555
archaic_sites,decoded,joint_g0_r1_T5000,0.01,50000,29,100,8,1000,0.29,0.008,0.2101483574912227,0.3853889117557111,0.004059195818806103,0.015706334530980144,0.02684563758389262,0.4468412942989214,0.19889502762430944,0.4258443465491923,0.7319778188539742,0.27857829010566765
